id,original,surface,pronunciation,type,field1,field2,field3,field4,era,birth_year,nobel,gender,country,status,description,image,image_page
2107,オーギュスト・コント,オーギュスト・コント,オーギュスト・コント,full,数学,NA,NA,NA,近代,1798,no,男性,フランス,物故,イジドール・オーギュスト・マリー・フランソワ・グザヴィエ・コント（フランス語: Isidore Auguste Marie François Xavier Co,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait_dAuguste_Comte_%28maison_dA._Comte%2C_Paris%29_%282424895050%29.jpg,https://commons.wikimedia.org/wiki/File:Portrait_dAuguste_Comte_%28maison_dA._Comte%2C_Paris%29_%282424895050%29.jpg
2108,ラインハルト・ゼルテン,ゼルテン,ゼルテン,family,数学,NA,NA,NA,現代,1930,no,男性,ドイツ,物故,ラインハルト・ゼルテン（Reinhard Selten、1930年10月5日 - 2016年8月23日）は、ドイツの数学者、経済学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Reinhard_Selten2.jpg,https://commons.wikimedia.org/wiki/File:Reinhard_Selten2.jpg
2108,ラインハルト・ゼルテン,ラインハルト・ゼルテン,ラインハルト・ゼルテン,full,数学,NA,NA,NA,現代,1930,no,男性,ドイツ,物故,ラインハルト・ゼルテン（Reinhard Selten、1930年10月5日 - 2016年8月23日）は、ドイツの数学者、経済学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Reinhard_Selten2.jpg,https://commons.wikimedia.org/wiki/File:Reinhard_Selten2.jpg
2109,テオドール・オッポルツァー,オッポルツァー,オッポルツァー,family,数学,天文学,NA,NA,近代,1841,no,男性,オーストリア帝国/ツィスライタニエン,物故,テオドール・フォン・オッポルツァー（Theodor von Oppolzer、 1841年10月26日 – 1886年12月26日）は、チェコの天文暦学者である,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor_Ritter_von_Oppolzer_-_%28...%29Kroh_Carl_btv1b84529643_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Theodor_Ritter_von_Oppolzer_-_%28...%29Kroh_Carl_btv1b84529643_%28cropped%29.jpg
2109,テオドール・オッポルツァー,テオドール・オッポルツァー,テオドール・オッポルツァー,full,数学,天文学,NA,NA,近代,1841,no,男性,オーストリア帝国/ツィスライタニエン,物故,テオドール・フォン・オッポルツァー（Theodor von Oppolzer、 1841年10月26日 – 1886年12月26日）は、チェコの天文暦学者である,http://commons.wikimedia.org/wiki/Special:FilePath/Theodor_Ritter_von_Oppolzer_-_%28...%29Kroh_Carl_btv1b84529643_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Theodor_Ritter_von_Oppolzer_-_%28...%29Kroh_Carl_btv1b84529643_%28cropped%29.jpg
2110,ノーマン・ジョンソン,ジョンソン,ジョンソン,family,数学,NA,NA,NA,現代,1930,no,男性,アメリカ合衆国,物故,ノーマン・ジョンソン（Norman W. Johnson、1930年11月12日 - 2017年7月13日）はアメリカ合衆国の数学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Norman_Johnson_%28mathematician%29.jpg,https://commons.wikimedia.org/wiki/File:Norman_Johnson_%28mathematician%29.jpg
2110,ノーマン・ジョンソン,ノーマン・ジョンソン,ノーマン・ジョンソン,full,数学,NA,NA,NA,現代,1930,no,男性,アメリカ合衆国,物故,ノーマン・ジョンソン（Norman W. Johnson、1930年11月12日 - 2017年7月13日）はアメリカ合衆国の数学者である。,http://commons.wikimedia.org/wiki/Special:FilePath/Norman_Johnson_%28mathematician%29.jpg,https://commons.wikimedia.org/wiki/File:Norman_Johnson_%28mathematician%29.jpg
2111,クロード・シャノン,シャノン,シャノン,family,数学,計算機科学,NA,NA,現代,1916,no,男性,アメリカ合衆国,物故,クロード・エルウッド・シャノン（Claude Elwood Shannon、 1916年4月30日 - 2001年2月24日）はアメリカ合衆国の電気工学者、数学,http://commons.wikimedia.org/wiki/Special:FilePath/ClaudeShannon_MFO3807.jpg,https://commons.wikimedia.org/wiki/File:ClaudeShannon_MFO3807.jpg
2111,クロード・シャノン,クロード・シャノン,クロード・シャノン,full,数学,計算機科学,NA,NA,現代,1916,no,男性,アメリカ合衆国,物故,クロード・エルウッド・シャノン（Claude Elwood Shannon、 1916年4月30日 - 2001年2月24日）はアメリカ合衆国の電気工学者、数学,http://commons.wikimedia.org/wiki/Special:FilePath/ClaudeShannon_MFO3807.jpg,https://commons.wikimedia.org/wiki/File:ClaudeShannon_MFO3807.jpg
2112,ロバート・メトカーフ,メトカーフ,メトカーフ,family,数学,計算機科学,NA,NA,現代,1946,no,男性,アメリカ合衆国,存命,ロバート・メランクトン・メトカーフ（Robert Melancton Metcalfe、1946年4月7日 - )は、アメリカの電気工学者（electrical,http://commons.wikimedia.org/wiki/Special:FilePath/With_Bob_Metcalfe_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:With_Bob_Metcalfe_%28cropped%29.jpg
2112,ロバート・メトカーフ,ロバート・メトカーフ,ロバート・メトカーフ,full,数学,計算機科学,NA,NA,現代,1946,no,男性,アメリカ合衆国,存命,ロバート・メランクトン・メトカーフ（Robert Melancton Metcalfe、1946年4月7日 - )は、アメリカの電気工学者（electrical,http://commons.wikimedia.org/wiki/Special:FilePath/With_Bob_Metcalfe_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:With_Bob_Metcalfe_%28cropped%29.jpg
2113,レオン・ワルラス,ワルラス,ワルラス,family,数学,NA,NA,NA,近代,1834,no,男性,フランス,物故,マリ・エスプリ・レオン・ワルラス（ヴァルラス、フランス語: Marie Esprit Léon Walras [valʁas]、1834年12月16日 - 19,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on_Walras.jpg,https://commons.wikimedia.org/wiki/File:L%C3%A9on_Walras.jpg
2113,レオン・ワルラス,レオン・ワルラス,レオン・ワルラス,full,数学,NA,NA,NA,近代,1834,no,男性,フランス,物故,マリ・エスプリ・レオン・ワルラス（ヴァルラス、フランス語: Marie Esprit Léon Walras [valʁas]、1834年12月16日 - 19,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on_Walras.jpg,https://commons.wikimedia.org/wiki/File:L%C3%A9on_Walras.jpg
2114,トマス・ロバート・マルサス,マルサス,マルサス,family,数学,NA,NA,NA,近代,1766,no,男性,グレートブリテン及びアイルランド連合王国/グレートブリテン王国,物故,トマス・ロバート・マルサス（英語: Thomas Robert Malthus、1766年2月14日 - 1834年12月23日）は、イギリスの経済学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Robert_Malthus_Wellcome_L0069037_-crop.jpg,https://commons.wikimedia.org/wiki/File:Thomas_Robert_Malthus_Wellcome_L0069037_-crop.jpg
2114,トマス・ロバート・マルサス,トマス・ロバート・マルサス,トマス・ロバート・マルサス,full,数学,NA,NA,NA,近代,1766,no,男性,グレートブリテン及びアイルランド連合王国/グレートブリテン王国,物故,トマス・ロバート・マルサス（英語: Thomas Robert Malthus、1766年2月14日 - 1834年12月23日）は、イギリスの経済学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Robert_Malthus_Wellcome_L0069037_-crop.jpg,https://commons.wikimedia.org/wiki/File:Thomas_Robert_Malthus_Wellcome_L0069037_-crop.jpg
2115,クララ・ダン・フォン・ノイマン,ノイマン,ノイマン,family,数学,計算機科学,NA,NA,現代,1911,no,女性,ハンガリー,物故,クララ・ダン・フォン・ノイマン（Klára Dán von Neumann、1911年8月18日 - 1963年11月10日）は、ハンガリー系アメリカ人の計算機,,
2115,クララ・ダン・フォン・ノイマン,クララ・ダン・フォン・ノイマン,クララ・ダン・フォン・ノイマン,full,数学,計算機科学,NA,NA,現代,1911,no,女性,ハンガリー,物故,クララ・ダン・フォン・ノイマン（Klára Dán von Neumann、1911年8月18日 - 1963年11月10日）は、ハンガリー系アメリカ人の計算機,,
2116,ジュゼッペ・ピアッツィ,ピアッツィ,ピアッツィ,family,数学,天文学,NA,NA,近代,1746,no,男性,NA,物故,ジュゼッペ・ピアッツィ（Giuseppe Piazzi、 1746年7月16日 - 1826年7月22日）は、イタリアの天文学者であり、数学者・神学者でもあった,http://commons.wikimedia.org/wiki/Special:FilePath/Costanzo_Angelini%2C_L%27astronomo_Piazzi_1825_ca.jpg,https://commons.wikimedia.org/wiki/File:Costanzo_Angelini%2C_L%27astronomo_Piazzi_1825_ca.jpg
2116,ジュゼッペ・ピアッツィ,ジュゼッペ・ピアッツィ,ジュゼッペ・ピアッツィ,full,数学,天文学,NA,NA,近代,1746,no,男性,NA,物故,ジュゼッペ・ピアッツィ（Giuseppe Piazzi、 1746年7月16日 - 1826年7月22日）は、イタリアの天文学者であり、数学者・神学者でもあった,http://commons.wikimedia.org/wiki/Special:FilePath/Costanzo_Angelini%2C_L%27astronomo_Piazzi_1825_ca.jpg,https://commons.wikimedia.org/wiki/File:Costanzo_Angelini%2C_L%27astronomo_Piazzi_1825_ca.jpg
2117,ジョヴァンニ・カッシーニ,カッシーニ,カッシーニ,family,数学,天文学,生物学,NA,近世,1625,no,男性,NA,物故,ジョヴァンニ・ドメニコ・カッシーニ（伊: Giovanni Domenico Cassini、1625年6月8日 - 1712年9月14日）は、イタリア出身のフ,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni_Domenico_Cassini.jpg,https://commons.wikimedia.org/wiki/File:Giovanni_Domenico_Cassini.jpg
2117,ジョヴァンニ・カッシーニ,ジョヴァンニ・カッシーニ,ジョヴァンニ・カッシーニ,full,数学,天文学,生物学,NA,近世,1625,no,男性,NA,物故,ジョヴァンニ・ドメニコ・カッシーニ（伊: Giovanni Domenico Cassini、1625年6月8日 - 1712年9月14日）は、イタリア出身のフ,http://commons.wikimedia.org/wiki/Special:FilePath/Giovanni_Domenico_Cassini.jpg,https://commons.wikimedia.org/wiki/File:Giovanni_Domenico_Cassini.jpg
2118,ジョヴァンニ・スキアパレッリ,スキアパレッリ,スキアパレッリ,family,数学,天文学,NA,NA,近代,1835,no,男性,イタリア王国,物故,ジョヴァンニ・ヴィルジニオ・スキアパレッリ（Giovanni Virginio Schiaparelli、 1835年3月14日 - 1910年7月4日）は、火,http://commons.wikimedia.org/wiki/Special:FilePath/Schiaparelli_Giovanni.jpg,https://commons.wikimedia.org/wiki/File:Schiaparelli_Giovanni.jpg
2118,ジョヴァンニ・スキアパレッリ,ジョヴァンニ・スキアパレッリ,ジョヴァンニ・スキアパレッリ,full,数学,天文学,NA,NA,近代,1835,no,男性,イタリア王国,物故,ジョヴァンニ・ヴィルジニオ・スキアパレッリ（Giovanni Virginio Schiaparelli、 1835年3月14日 - 1910年7月4日）は、火,http://commons.wikimedia.org/wiki/Special:FilePath/Schiaparelli_Giovanni.jpg,https://commons.wikimedia.org/wiki/File:Schiaparelli_Giovanni.jpg
2119,カール・ポパー,ポパー,ポパー,family,数学,NA,NA,NA,現代,1902,no,男性,イギリス/オーストリア/グレートブリテン及びアイルランド連合王国/ツィスライタニエン,物故,サー・カール・ライムント・ポパー（Sir Karl Raimund Popper、 、1902年7月28日 - 1994年9月17日）は、オーストリア出身のイギ,http://commons.wikimedia.org/wiki/Special:FilePath/Karl_Popper.jpg,https://commons.wikimedia.org/wiki/File:Karl_Popper.jpg
2119,カール・ポパー,カール・ポパー,カール・ポパー,full,数学,NA,NA,NA,現代,1902,no,男性,イギリス/オーストリア/グレートブリテン及びアイルランド連合王国/ツィスライタニエン,物故,サー・カール・ライムント・ポパー（Sir Karl Raimund Popper、 、1902年7月28日 - 1994年9月17日）は、オーストリア出身のイギ,http://commons.wikimedia.org/wiki/Special:FilePath/Karl_Popper.jpg,https://commons.wikimedia.org/wiki/File:Karl_Popper.jpg
2120,ジャザリー,ジャザリー,ジャザリー,full,数学,天文学,NA,NA,中世,1164,no,男性,アルトゥク朝,物故,アル＝ジャザリー（Al-Jazarī 、بديع الزمان أبو العزّ بن إسماعيل الرزّاز الجزري、 Badī' al-Za,http://commons.wikimedia.org/wiki/Special:FilePath/Ismail_al_jazari.jpg,https://commons.wikimedia.org/wiki/File:Ismail_al_jazari.jpg
2121,シュリニヴァーサ・ラマヌジャン,ラマヌジャン,ラマヌジャン,family,数学,NA,NA,NA,近代,1887,no,男性,イギリス領インド帝国,物故,シュリニヴァーサ・ラマヌジャン（Srinivasa Ramanujan ; 出生名:Srinivasa Ramanujan Aiyangar IPA: [sri,http://commons.wikimedia.org/wiki/Special:FilePath/Srinivasa_Ramanujan_-_OPC_-_2_%28cleaned%29.jpg,https://commons.wikimedia.org/wiki/File:Srinivasa_Ramanujan_-_OPC_-_2_%28cleaned%29.jpg
2121,シュリニヴァーサ・ラマヌジャン,シュリニヴァーサ・ラマヌジャン,シュリニヴァーサ・ラマヌジャン,full,数学,NA,NA,NA,近代,1887,no,男性,イギリス領インド帝国,物故,シュリニヴァーサ・ラマヌジャン（Srinivasa Ramanujan ; 出生名:Srinivasa Ramanujan Aiyangar IPA: [sri,http://commons.wikimedia.org/wiki/Special:FilePath/Srinivasa_Ramanujan_-_OPC_-_2_%28cleaned%29.jpg,https://commons.wikimedia.org/wiki/File:Srinivasa_Ramanujan_-_OPC_-_2_%28cleaned%29.jpg
2122,ジーン・バーティク,バーティク,バーティク,family,数学,計算機科学,NA,NA,現代,1924,no,女性,アメリカ合衆国,物故,ジーン・ジェニングス・バーティク（Jean Jennings Bartik、1924年12月27日 - 2011年3月23日）は、アメリカ合衆国のコンピュータ技,http://commons.wikimedia.org/wiki/Special:FilePath/Betty_Jennings_%28Mrs._Bartik%29.jpg,https://commons.wikimedia.org/wiki/File:Betty_Jennings_%28Mrs._Bartik%29.jpg
2122,ジーン・バーティク,ジーン・バーティク,ジーン・バーティク,full,数学,計算機科学,NA,NA,現代,1924,no,女性,アメリカ合衆国,物故,ジーン・ジェニングス・バーティク（Jean Jennings Bartik、1924年12月27日 - 2011年3月23日）は、アメリカ合衆国のコンピュータ技,http://commons.wikimedia.org/wiki/Special:FilePath/Betty_Jennings_%28Mrs._Bartik%29.jpg,https://commons.wikimedia.org/wiki/File:Betty_Jennings_%28Mrs._Bartik%29.jpg
2123,アニー・イーズリー,イーズリー,イーズリー,family,数学,計算機科学,NA,NA,現代,1932,no,女性,アメリカ合衆国,物故,アニー・ジーン・イーズリー (Annie Jean Easley、1933年4月23日 – 2011年6月25日) は、アメリカ合衆国のコンピュータ科学者、数学,http://commons.wikimedia.org/wiki/Special:FilePath/Annie_Easley.jpg,https://commons.wikimedia.org/wiki/File:Annie_Easley.jpg
2123,アニー・イーズリー,アニー・イーズリー,アニー・イーズリー,full,数学,計算機科学,NA,NA,現代,1932,no,女性,アメリカ合衆国,物故,アニー・ジーン・イーズリー (Annie Jean Easley、1933年4月23日 – 2011年6月25日) は、アメリカ合衆国のコンピュータ科学者、数学,http://commons.wikimedia.org/wiki/Special:FilePath/Annie_Easley.jpg,https://commons.wikimedia.org/wiki/File:Annie_Easley.jpg
2124,シャフィ・ゴールドワッサー,ゴールドワッサー,ゴールドワッサー,family,数学,計算機科学,NA,NA,現代,1958,no,女性,アメリカ合衆国/イスラエル,存命,シャフリラ・ゴールドワッサー（Shafrira Goldwasser、ヘブライ語: שפרירה גולדווסר、1959年11月14日 - ）は、マサチュー,http://commons.wikimedia.org/wiki/Special:FilePath/Shafi_Goldwasser.JPG,https://commons.wikimedia.org/wiki/File:Shafi_Goldwasser.JPG
2124,シャフィ・ゴールドワッサー,シャフィ・ゴールドワッサー,シャフィ・ゴールドワッサー,full,数学,計算機科学,NA,NA,現代,1958,no,女性,アメリカ合衆国/イスラエル,存命,シャフリラ・ゴールドワッサー（Shafrira Goldwasser、ヘブライ語: שפרירה גולדווסר、1959年11月14日 - ）は、マサチュー,http://commons.wikimedia.org/wiki/Special:FilePath/Shafi_Goldwasser.JPG,https://commons.wikimedia.org/wiki/File:Shafi_Goldwasser.JPG
2125,マーガレット・ハミルトン,ハミルトン,ハミルトン,family,数学,計算機科学,NA,NA,現代,1936,no,女性,アメリカ合衆国,存命,マーガレット・ハミルトン（Margaret Heafield Hamilton、1936年8月17日 - ) は、アメリカ合衆国のコンピュータ科学者、プログラマ,http://commons.wikimedia.org/wiki/Special:FilePath/Margaret_Hamilton_1995.jpg,https://commons.wikimedia.org/wiki/File:Margaret_Hamilton_1995.jpg
2125,マーガレット・ハミルトン,マーガレット・ハミルトン,マーガレット・ハミルトン,full,数学,計算機科学,NA,NA,現代,1936,no,女性,アメリカ合衆国,存命,マーガレット・ハミルトン（Margaret Heafield Hamilton、1936年8月17日 - ) は、アメリカ合衆国のコンピュータ科学者、プログラマ,http://commons.wikimedia.org/wiki/Special:FilePath/Margaret_Hamilton_1995.jpg,https://commons.wikimedia.org/wiki/File:Margaret_Hamilton_1995.jpg
2126,ベティ・ホルバートン,ホルバートン,ホルバートン,family,数学,計算機科学,NA,NA,現代,1917,no,女性,アメリカ合衆国,物故,ベティ・ホルバートン(Betty Holberton)ことフランシス・エリザベス・ホルバートン（Frances Elizabeth Holberton、1917,http://commons.wikimedia.org/wiki/Special:FilePath/Betty_Holberton.jpg,https://commons.wikimedia.org/wiki/File:Betty_Holberton.jpg
2126,ベティ・ホルバートン,ベティ・ホルバートン,ベティ・ホルバートン,full,数学,計算機科学,NA,NA,現代,1917,no,女性,アメリカ合衆国,物故,ベティ・ホルバートン(Betty Holberton)ことフランシス・エリザベス・ホルバートン（Frances Elizabeth Holberton、1917,http://commons.wikimedia.org/wiki/Special:FilePath/Betty_Holberton.jpg,https://commons.wikimedia.org/wiki/File:Betty_Holberton.jpg
2127,イスハーク・イブン・フナイン,フナイン,フナイン,family,数学,NA,NA,NA,中世,830,no,男性,NA,物故,イスハーク・イブン・フナイン（Isḥāq b. Ḥunayn、 ? - 910年頃歿）は、9-10世紀のバグダードで活動したキリスト教徒の医師。,,
2127,イスハーク・イブン・フナイン,イスハーク・イブン・フナイン,イスハーク・イブン・フナイン,full,数学,NA,NA,NA,中世,830,no,男性,NA,物故,イスハーク・イブン・フナイン（Isḥāq b. Ḥunayn、 ? - 910年頃歿）は、9-10世紀のバグダードで活動したキリスト教徒の医師。,,
2128,コーチェル・ビルカー,ビルカー,ビルカー,family,数学,NA,NA,NA,現代,1978,no,男性,イギリス/イラン,存命,コーチェル・ビルカー （1978年7月 - 、クルド語: کۆچەر بیرکار、クルド語ラテン翻字: Caucher Birkar、 Koçer Bîrka,http://commons.wikimedia.org/wiki/Special:FilePath/Birkar.jpg,https://commons.wikimedia.org/wiki/File:Birkar.jpg
2128,コーチェル・ビルカー,コーチェル・ビルカー,コーチェル・ビルカー,full,数学,NA,NA,NA,現代,1978,no,男性,イギリス/イラン,存命,コーチェル・ビルカー （1978年7月 - 、クルド語: کۆچەر بیرکار、クルド語ラテン翻字: Caucher Birkar、 Koçer Bîrka,http://commons.wikimedia.org/wiki/Special:FilePath/Birkar.jpg,https://commons.wikimedia.org/wiki/File:Birkar.jpg
2129,カール・フォン・シュタウト,シュタウト,シュタウト,family,数学,NA,NA,NA,近代,1798,no,男性,バイエルン王国,物故,カール・ゲオルグ・クリスティアン・フォン・シュタウト（独: Karl Georg Christian von Staudt、1798年1月24日 - 1867年,http://commons.wikimedia.org/wiki/Special:FilePath/Von_Staudt.jpg,https://commons.wikimedia.org/wiki/File:Von_Staudt.jpg
2129,カール・フォン・シュタウト,カール・フォン・シュタウト,カール・フォン・シュタウト,full,数学,NA,NA,NA,近代,1798,no,男性,バイエルン王国,物故,カール・ゲオルグ・クリスティアン・フォン・シュタウト（独: Karl Georg Christian von Staudt、1798年1月24日 - 1867年,http://commons.wikimedia.org/wiki/Special:FilePath/Von_Staudt.jpg,https://commons.wikimedia.org/wiki/File:Von_Staudt.jpg
2130,ゲオルグ・アレクサンダー・ピック,ピック,ピック,family,数学,NA,NA,NA,近代,1859,no,男性,オーストリア,物故,ゲオルグ・アレクサンデル・ピック（ドイツ語: Georg Alexander Pick、 1859年8月10日 – 1942年7月26日）はオーストリアの数学者,http://commons.wikimedia.org/wiki/Special:FilePath/Das_Fotoalbum_f%C3%BCr_Weierstra%C3%9F_039_%28Georg_Alexander_Pick%29.jpg,https://commons.wikimedia.org/wiki/File:Das_Fotoalbum_f%C3%BCr_Weierstra%C3%9F_039_%28Georg_Alexander_Pick%29.jpg
2130,ゲオルグ・アレクサンダー・ピック,ゲオルグ・アレクサンダー・ピック,ゲオルグ・アレクサンダー・ピック,full,数学,NA,NA,NA,近代,1859,no,男性,オーストリア,物故,ゲオルグ・アレクサンデル・ピック（ドイツ語: Georg Alexander Pick、 1859年8月10日 – 1942年7月26日）はオーストリアの数学者,http://commons.wikimedia.org/wiki/Special:FilePath/Das_Fotoalbum_f%C3%BCr_Weierstra%C3%9F_039_%28Georg_Alexander_Pick%29.jpg,https://commons.wikimedia.org/wiki/File:Das_Fotoalbum_f%C3%BCr_Weierstra%C3%9F_039_%28Georg_Alexander_Pick%29.jpg
2131,ヨハン・ラドン,ラドン,ラドン,family,数学,NA,NA,NA,近代,1887,no,男性,オーストリア,物故,ヨハン・カール・アウグスト・ラドン（Johann Karl August Radon、1887年12月16日 - 1956年5月25日）は、オーストリアの数学者,http://commons.wikimedia.org/wiki/Special:FilePath/Johann_Radon_cr.jpg,https://commons.wikimedia.org/wiki/File:Johann_Radon_cr.jpg
2131,ヨハン・ラドン,ヨハン・ラドン,ヨハン・ラドン,full,数学,NA,NA,NA,近代,1887,no,男性,オーストリア,物故,ヨハン・カール・アウグスト・ラドン（Johann Karl August Radon、1887年12月16日 - 1956年5月25日）は、オーストリアの数学者,http://commons.wikimedia.org/wiki/Special:FilePath/Johann_Radon_cr.jpg,https://commons.wikimedia.org/wiki/File:Johann_Radon_cr.jpg
2132,アレクシウス・マイノング,マイノング,マイノング,family,数学,NA,NA,NA,近代,1853,no,男性,オーストリア/オーストリア帝国/ツィスライタニエン,物故,アレクシウス・マイノング・リッター・フォン・ハントシュースハイム（独: Alexius Meinong Ritter von Handschuchsheim、1,http://commons.wikimedia.org/wiki/Special:FilePath/Alexius_Meinong_1900.jpg,https://commons.wikimedia.org/wiki/File:Alexius_Meinong_1900.jpg
2132,アレクシウス・マイノング,アレクシウス・マイノング,アレクシウス・マイノング,full,数学,NA,NA,NA,近代,1853,no,男性,オーストリア/オーストリア帝国/ツィスライタニエン,物故,アレクシウス・マイノング・リッター・フォン・ハントシュースハイム（独: Alexius Meinong Ritter von Handschuchsheim、1,http://commons.wikimedia.org/wiki/Special:FilePath/Alexius_Meinong_1900.jpg,https://commons.wikimedia.org/wiki/File:Alexius_Meinong_1900.jpg
2133,フェリックス・ベルンシュタイン,ベルンシュタイン,ベルンシュタイン,family,数学,NA,NA,NA,近代,1878,no,男性,ドイツ,物故,フェリックス・ベルンシュタイン（独: Felix Bernstein、 (1878-02-24) 1878年2月24日 - 1956年12月3日(1956-12,http://commons.wikimedia.org/wiki/Special:FilePath/Bernstein_Felix.jpg,https://commons.wikimedia.org/wiki/File:Bernstein_Felix.jpg
2133,フェリックス・ベルンシュタイン,フェリックス・ベルンシュタイン,フェリックス・ベルンシュタイン,full,数学,NA,NA,NA,近代,1878,no,男性,ドイツ,物故,フェリックス・ベルンシュタイン（独: Felix Bernstein、 (1878-02-24) 1878年2月24日 - 1956年12月3日(1956-12,http://commons.wikimedia.org/wiki/Special:FilePath/Bernstein_Felix.jpg,https://commons.wikimedia.org/wiki/File:Bernstein_Felix.jpg
2134,ハインリヒ・マルティン・ヴェーバー,ヴェーバー,ヴェーバー,family,数学,NA,NA,NA,近代,1842,no,男性,バーデン大公国,物故,ハインリヒ・マルティン・ゲオルク・フリードリヒ・ヴェーバー（独: Heinrich Martin Georg Friedrich Weber、 (1842-03,http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Weber%2C_Heinrich_%281842-1913%29-Portrait-Portr_09008.jpg,https://commons.wikimedia.org/wiki/File:ETH-BIB-Weber%2C_Heinrich_%281842-1913%29-Portrait-Portr_09008.jpg
2134,ハインリヒ・マルティン・ヴェーバー,ハインリヒ・マルティン・ヴェーバー,ハインリヒ・マルティン・ヴェーバー,full,数学,NA,NA,NA,近代,1842,no,男性,バーデン大公国,物故,ハインリヒ・マルティン・ゲオルク・フリードリヒ・ヴェーバー（独: Heinrich Martin Georg Friedrich Weber、 (1842-03,http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Weber%2C_Heinrich_%281842-1913%29-Portrait-Portr_09008.jpg,https://commons.wikimedia.org/wiki/File:ETH-BIB-Weber%2C_Heinrich_%281842-1913%29-Portrait-Portr_09008.jpg
2135,劉徽,劉,りゅう,family,数学,NA,NA,NA,古代,225,no,男性,西晋/魏,物故,劉 徽（りゅう き、拼音: Liú Huī、生没年不詳）は、三国時代の魏から晋に掛けての数学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Hunan_International_Economics_University20.jpg,https://commons.wikimedia.org/wiki/File:Hunan_International_Economics_University20.jpg
2135,劉徽,劉徽,りゅうき,full,数学,NA,NA,NA,古代,225,no,男性,西晋/魏,物故,劉 徽（りゅう き、拼音: Liú Huī、生没年不詳）は、三国時代の魏から晋に掛けての数学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Hunan_International_Economics_University20.jpg,https://commons.wikimedia.org/wiki/File:Hunan_International_Economics_University20.jpg
2136,アラン・ベイカー,ベイカー,ベイカー,family,数学,NA,NA,NA,現代,1939,no,男性,イギリス,物故,アラン・ベイカー（Alan Baker、1939年8月19日 – 2018年2月4日）は、ロンドン出身のイギリスの数学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Alan-Baker.jpg,https://commons.wikimedia.org/wiki/File:Alan-Baker.jpg
2136,アラン・ベイカー,アラン・ベイカー,アラン・ベイカー,full,数学,NA,NA,NA,現代,1939,no,男性,イギリス,物故,アラン・ベイカー（Alan Baker、1939年8月19日 – 2018年2月4日）は、ロンドン出身のイギリスの数学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Alan-Baker.jpg,https://commons.wikimedia.org/wiki/File:Alan-Baker.jpg
2137,ルドルフ・ファン・コーレン,コーレン,コーレン,family,数学,NA,NA,NA,近世,1540,no,男性,NA,物故,ルドルフ・ファン・クーレン（ファン・ケーレン、ファン・コーレンなどとも、Ludolph van Ceulen、オランダ語: [ˈlʏdɔlf vɑŋˈkøːlə,http://commons.wikimedia.org/wiki/Special:FilePath/Portret_van_Ludolph_van_Ceulen%2C_RP-P-OB-15.347.jpg,https://commons.wikimedia.org/wiki/File:Portret_van_Ludolph_van_Ceulen%2C_RP-P-OB-15.347.jpg
2137,ルドルフ・ファン・コーレン,ルドルフ・ファン・コーレン,ルドルフ・ファン・コーレン,full,数学,NA,NA,NA,近世,1540,no,男性,NA,物故,ルドルフ・ファン・クーレン（ファン・ケーレン、ファン・コーレンなどとも、Ludolph van Ceulen、オランダ語: [ˈlʏdɔlf vɑŋˈkøːlə,http://commons.wikimedia.org/wiki/Special:FilePath/Portret_van_Ludolph_van_Ceulen%2C_RP-P-OB-15.347.jpg,https://commons.wikimedia.org/wiki/File:Portret_van_Ludolph_van_Ceulen%2C_RP-P-OB-15.347.jpg
2138,ロトフィ・ザデー,ザデー,ザデー,family,数学,計算機科学,NA,NA,現代,1921,no,男性,アメリカ合衆国/ソビエト連邦/パフラヴィー朝イラン,物故,ロトフィ・アスカー・ザデー（Lotfi Asker Zadeh、本名：ロトフィー・アリーアスキャルザーデ（ペルシア語: لطفی علی‌عسکرزاده Lo,http://commons.wikimedia.org/wiki/Special:FilePath/Zadeh%2C_L.A._2005.jpg,https://commons.wikimedia.org/wiki/File:Zadeh%2C_L.A._2005.jpg
