id,original,surface,pronunciation
4587,スポーツセンター,スポーツセンター,すぽーつせんたー
4588,須磨,須磨,すま
4589,須磨浦公園,須磨浦公園,すまうらこうえん
4590,須磨海浜公園,須磨海浜公園,すまかいひんこうえん
4591,須磨寺,須磨寺,すまでら
4592,澄川,澄川,すみかわ
4593,墨染,墨染,すみぞめ
4594,住ノ江,住ノ江,すみのえ
4595,住之江公園,住之江公園,すみのえこうえん
4596,住道,住道,すみのどう
4597,住吉,住吉,すみよし
4598,住吉,住吉,すみよし
4599,住吉,住吉,すみよし
4600,住吉,住吉,すみよし
4601,住吉,住吉,すみよし
4602,住吉,住吉,すみよし
4603,住吉公園,住吉公園,すみよしこうえん
4604,住吉大社,住吉大社,すみよしたいしゃ
4605,住吉町,住吉町,すみよしちょう
4606,住吉通,住吉通,すみよしどおり
4607,住吉鳥居前,住吉鳥居前,すみよしとりいまえ
4608,住吉東,住吉東,すみよしひがし
4609,須屋,須屋,すや
4610,摺沢,摺沢,すりさわ
4611,駿河小山,駿河小山,するがおやま
4612,駿河徳山,駿河徳山,するがとくやま
4613,諏訪,諏訪,すわ
4614,諏訪神社前,諏訪神社前,すわじんじゃまえ
4615,諏訪町,諏訪町,すわちょう
4616,諏訪川原,諏訪川原,すわのかわら
4617,諏訪ノ平,諏訪ノ平,すわのたいら
4618,諏訪ノ森,諏訪ノ森,すわのもり
4619,寸座,寸座,すんざ
4620,聖愛中高前,聖愛中高前,せいあいちゅうこうまえ
4621,青函トンネル記念館,青函トンネル記念館,せいかんとんねるきねんかん
4622,清輝橋,清輝橋,せいきばし
4623,静修学園前,静修学園前,せいしゅうがくえんまえ
4624,成城学園前,成城学園前,せいじょうがくえんまえ
4625,西神中央,西神中央,せいしんちゅうおう
4626,西神南,西神南,せいしんみなみ
4627,聖蹟桜ヶ丘,聖蹟桜ヶ丘,せいせきさくらがおか
4628,勢浜,勢浜,せいはま
4629,整備場,整備場,せいびじょう
4630,西武園,西武園,せいぶえん
4631,西武球場前,西武球場前,せいぶきゅうじょうまえ
4632,西武新宿,西武新宿,せいぶしんじゅく
4633,西武立川,西武立川,せいぶたちかわ
4634,西武秩父,西武秩父,せいぶちちぶ
4635,西武柳沢,西武柳沢,せいぶやぎさわ
4636,西武遊園地,西武遊園地,せいぶゆうえんち
4637,清峰高校前,清峰高校前,せいほうこうこうまえ
4638,清明,清明,せいめい
4639,清流新岩国,清流新岩国,せいりゅうしんいわくに
4640,清和学園前,清和学園前,せいわがくえんまえ
4641,関,関,せき
4642,関,関,せき
4643,関ヶ原,関ヶ原,せきがはら
4644,関川,関川,せきがわ
4645,関口,関口,せきぐち
4646,積志,積志,せきし
4647,関下有知,関下有知,せきしもうち
4648,関市役所前,関市役所前,せきしやくしょまえ
4649,赤十字病院前,赤十字病院前,せきじゅうじびょういんまえ
4650,赤十字前,赤十字前,せきじゅうじまえ
4651,関都,関都,せきと
4652,関富岡,関富岡,せきとみおか
4653,関根,関根,せきね
4654,関ノ宮,関ノ宮,せきのみや
4655,関目,関目,せきめ
4656,関目成育,関目成育,せきめせいいく
4657,関目高殿,関目高殿,せきめたかどの
4658,関屋,関屋,せきや
4659,関屋,関屋,せきや
4660,関山,関山,せきやま
4661,瀬越,瀬越,せごし
4662,膳所,膳所,ぜぜ
4663,瀬々串,瀬々串,せせくし
4664,膳所本町,膳所本町,ぜぜほんまち
4665,瀬田,瀬田,せた
4666,瀬田,瀬田,せた
4667,瀬高,瀬高,せたか
4668,世田谷,世田谷,せたがや
4669,世田谷代田,世田谷代田,せたがやだいた
4670,清児,清児,せちご
4671,接岨峡温泉,接岨峡温泉,せっそきょうおんせん
4672,摂待,摂待,せったい
4673,摂津,摂津,せっつ
4674,摂津市,摂津市,せっつし
4675,摂津富田,摂津富田,せっつとんだ
4676,摂津本山,摂津本山,せっつもとやま
4677,節婦,節婦,せっぷ
4678,瀬戸,瀬戸,せと
4679,瀬戸石,瀬戸石,せといし
4680,瀬戸口,瀬戸口,せとぐち
4681,瀬戸市,瀬戸市,せとし
4682,瀬戸市役所前,瀬戸市役所前,せとしやくしょまえ
4683,瀬戸瀬,瀬戸瀬,せとせ
4684,銭函,銭函,ぜにばこ
4685,瀬野,瀬野,せの
4686,瀬上,瀬上,せのうえ
4687,妹尾,妹尾,せのお
4688,洗馬,洗馬,せば
4689,瀬辺地,瀬辺地,せへじ
4690,瀬見温泉,瀬見温泉,せみおんせん
4691,瀬峰,瀬峰,せみね
4692,瀬谷,瀬谷,せや
4693,勢野北口,勢野北口,せやきたぐち
4694,世良田,世良田,せらだ
4695,膳,膳,ぜん
4696,泉岳寺,泉岳寺,せんがくじ
4697,千川,千川,せんかわ
4698,仙川,仙川,せんがわ
4699,善行,善行,ぜんぎょう
4700,せんげん台,せんげん台,せんげんだい
4701,浅間町,浅間町,せんげんちょう
4702,前後,前後,ぜんご
4703,善光寺,善光寺,ぜんこうじ
4704,善光寺下,善光寺下,ぜんこうじした
4705,千石,千石,せんごく
4706,前栽,前栽,せんざい
4707,仙崎,仙崎,せんざき
4708,銭座町,銭座町,ぜんざまち
4709,善師野,善師野,ぜんじの
4710,千住大橋,千住大橋,せんじゅおおはし
4711,千丈,千丈,せんじょう
4712,禅昌寺,禅昌寺,ぜんしょうじ
4713,千畳敷,千畳敷,せんじょうじき
4714,千頭,千頭,せんず
4715,洗足,洗足,せんぞく
4716,洗足池,洗足池,せんぞくいけ
4717,千旦,千旦,せんだ
4718,センター北,センター北,せんたーきた
4719,センター南,センター南,せんたーみなみ
4720,仙台,仙台,せんだい
4721,川内,川内,せんだい
4722,仙台空港,仙台空港,せんだいくうこう
4723,千平,千平,せんだいら
4724,千駄ヶ谷,千駄ヶ谷,せんだがや
4725,千駄木,千駄木,せんだぎ
4726,千丁,千丁,せんちょう
4727,善通寺,善通寺,ぜんつうじ
4728,善導寺,善導寺,ぜんどうじ
4729,千徳,千徳,せんとく
4730,洗馬橋,洗馬橋,せんばばし
4731,千林,千林,せんばやし
4732,千林大宮,千林大宮,せんばやしおおみや
4733,泉福寺,泉福寺,せんぷくじ
4734,仙北町,仙北町,せんぼくちょう
4735,千本,千本,せんぼん
4736,千厩,千厩,せんまや
4737,千里丘,千里丘,せんりおか
4738,千里中央,千里中央,せんりちゅうおう
4739,千里山,千里山,せんりやま
4740,潜竜ヶ滝,潜竜ヶ滝,せんりゅうがたき
4741,早雲山,早雲山,そううんざん
4742,早雲の里荏原,早雲の里荏原,そううんのさとえばら
4743,桑園,桑園,そうえん
4744,草加,草加,そうか
4745,寒河,寒河,そうご
4746,総合運動公園,総合運動公園,そうごううんどうこうえん
4747,総合リハビリセンター,総合リハビリセンター,そうごうりはびりせんたー
4748,宗吾参道,宗吾参道,そうごさんどう
4749,雑司が谷,雑司が谷,ぞうしがや
4750,雑色,雑色,ぞうしき
4751,総持寺,総持寺,そうじじ
4752,総社,総社,そうじゃ
4753,蔵宿,蔵宿,ぞうしゅく
4754,崇城大学前,崇城大学前,そうじょうだいがくまえ
4755,崇禅寺,崇禅寺,そうぜんじ
4756,造田,造田,ぞうだ
4757,宗太郎,宗太郎,そうたろう
4758,宗道,宗道,そうどう
4759,相武台下,相武台下,そうぶだいした
4760,相武台前,相武台前,そうぶだいまえ
4761,相馬,相馬,そうま
4762,沢入,沢入,そうり
4763,添田,添田,そえだ
4764,蘇我,蘇我,そが
4765,磯鶏,磯鶏,そけい
4766,曽山寺,曽山寺,そさんじ
4767,祖師ヶ谷大蔵,祖師ヶ谷大蔵,そしがやおおくら
4768,曽谷,曽谷,そだに
4769,袖ヶ浦,袖ヶ浦,そでがうら
4770,袖崎,袖崎,そでさき
4771,曽根,曽根,そね
4772,曽根,曽根,そね
4773,曽根田,曽根田,そねだ
4774,園,園,その
4775,彼杵,彼杵,そのぎ
4776,園田,園田,そのだ
4777,園部,園部,そのべ
4778,曽波神,曽波神,そばのかみ
4779,蘇原,蘇原,そはら
4780,楚原,楚原,そはら
4781,大安,大安,だいあん
4782,大安寺,大安寺,だいあんじ
4783,第一通り,第一通り,だいいちどおり
4784,大雲寺前,大雲寺前,だいうんじまえ
4785,大開,大開,だいかい
4786,大学,大学,だいがく
4787,大学病院前,大学病院前,だいがくびょういんまえ
4788,大学前,大学前,だいがくまえ
4789,大学前,大学前,だいがくまえ
4790,大学前,大学前,だいがくまえ
4791,代官町,代官町,だいかんちょう
4792,大観峰,大観峰,だいかんぼう
4793,代官山,代官山,だいかんやま
4794,大行司,大行司,だいぎょうじ
4795,体験坑道,体験坑道,たいけんこうどう
4796,醍醐,醍醐,だいご
4797,醍醐,醍醐,だいご
4798,大国町,大国町,だいこくちょう
4799,大山寺,大山寺,たいさんじ
4800,太地,太地,たいじ
4801,太子堂,太子堂,たいしどう
4802,太子橋今市,太子橋今市,たいしばしいまいち
4803,大師前,大師前,だいしまえ
4804,大釈迦,大釈迦,だいしゃか
4805,大正,大正,たいしょう
4806,大正,大正,たいしょう
4807,大聖寺,大聖寺,だいしょうじ
4808,大神宮下,大神宮下,だいじんぐうした
4809,大成,大成,たいせい
4810,大山口,大山口,だいせんぐち
4811,大川寺,大川寺,だいせんじ
4812,大善寺,大善寺,だいぜんじ
4813,代田橋,代田橋,だいたばし
4814,泰澄の里,泰澄の里,たいちょうのさと
4815,太東,太東,たいとう
4816,大塔,大塔,だいとう
4817,大道,大道,だいどう
4818,大同町,大同町,だいどうちょう
4819,だいどう豊里,だいどう豊里,だいどうとよさと
4820,大日,大日,だいにち
4821,大入,大入,だいにゅう
4822,田井ノ瀬,田井ノ瀬,たいのせ
4823,台原,台原,だいのはら
4824,台場,台場,だいば
4825,大場,大場,だいば
4826,大福,大福,だいふく
4827,太平,太平,たいへい
4828,大宝,大宝,だいほう
4829,当麻寺,当麻寺,たいまでら
4830,大物,大物,だいもつ
4831,大門,大門,だいもん
4832,大門,大門,だいもん
4833,大門,大門,だいもん
4834,大谷向,大谷向,だいやむこう
4835,大雄山,大雄山,だいゆうざん
4836,大洋,大洋,たいよう
4837,平館,平館,たいらだて
4838,多比良町,多比良町,たいらまち
4839,田浦,田浦,たうら
4840,田尾寺,田尾寺,たおじ
4841,高,高,たか
4842,高石,高石,たかいし
4843,高井田,高井田,たかいだ
4844,高井田,高井田,たかいだ
4845,高井田中央,高井田中央,たかいだちゅうおう
4846,高井戸,高井戸,たかいど
4847,高岩,高岩,たかいわ
4848,高岩,高岩,たかいわ
4849,高尾,高尾,たかお
4850,高尾,高尾,たかお
4851,高岡,高岡,たかおか
4852,高岳,高岳,たかおか
4853,高岡駅,高岡駅,たかおかえき
4854,高尾山,高尾山,たかおさん
4855,高尾山口,高尾山口,たかおさんぐち
4856,高尾野,高尾野,たかおの
4857,鷹狩,鷹狩,たかがり
4858,高儀,高儀,たかぎ
4859,高木,高木,たかぎ
4860,高城町,高城町,たかぎまち
4861,高久,高久,たかく
4862,高子,高子,たかこ
4863,高坂,高坂,たかさか
4864,高崎,高崎,たかさき
4865,高崎商科大学前,高崎商科大学前,たかさきしょうかだいがくまえ
4866,高崎新田,高崎新田,たかさきしんでん
4867,高崎問屋町,高崎問屋町,たかさきとんやまち
4868,高砂,高砂,たかさご
4869,高砂,高砂,たかさご
4870,高砂町,高砂町,たかさごちょう
4871,高師,高師,たかし
4872,高科,高科,たかしな
4873,高師浜,高師浜,たかしのはま
4874,高島,高島,たかしま
4875,鷹島口,鷹島口,たかしまぐち
4876,高島平,高島平,たかしまだいら
4877,高島町,高島町,たかしまちょう
4878,高城,高城,たかじょう
4879,多賀城,多賀城,たがじょう
4880,高須,高須,たかす
4881,高須,高須,たかす
4882,高須神社,高須神社,たかすじんじゃ
4883,高瀬,高瀬,たかせ
4884,高瀬,高瀬,たかせ
4885,高田,高田,たかた
4886,高田,高田,たかた
4887,高田,高田,たかた
4888,高田,高田,たかだ
4889,高田,高田,たかだ
4890,多賀大社前,多賀大社前,たがたいしゃまえ
4891,高滝,高滝,たかたき
4892,高田市,高田市,たかだし
4893,田県神社前,田県神社前,たがたじんじゃまえ
4894,高田馬場,高田馬場,たかだのばば
4895,高田橋,高田橋,たかだばし
4896,高田本山,高田本山,たかだほんざん
4897,高擶,高擶,たかたま
4898,高茶屋,高茶屋,たかちゃや
4899,高津,高津,たかつ
4900,高津,高津,たかつ
4901,高塚,高塚,たかつか
4902,高月,高月,たかつき
4903,高槻,高槻,たかつき
4904,高槻市,高槻市,たかつきし
4905,高角,高角,たかつの
4906,高遠原,高遠原,たかとおばら
4907,鷹取,鷹取,たかとり
4908,高取,高取,たかとり
4909,高鍋,高鍋,たかなべ
4910,高輪台,高輪台,たかなわだい
4911,高根木戸,高根木戸,たかねきど
4912,高根公団,高根公団,たかねこうだん
4913,高野,高野,たかの
4914,鷹ノ子,鷹ノ子,たかのこ
4915,鷹ノ巣,鷹ノ巣,たかのす
4916,鷹巣,鷹巣,たかのす
4917,鷹の台,鷹の台,たかのだい
4918,鷹野橋,鷹野橋,たかのばし
4919,高の原,高の原,たかのはら
4920,高ノ宮,高ノ宮,たかのみや
4921,高萩,高萩,たかはぎ
4922,高橋,高橋,たかはし
4923,高畠,高畠,たかはた
4924,高畑,高畑,たかばた
4925,高幡不動,高幡不動,たかはたふどう
4926,高浜,高浜,たかはま
4927,高浜,高浜,たかはま
4928,高浜,高浜,たかはま
4929,高浜港,高浜港,たかはまみなと
4930,高原,高原,たかはる
4931,高松,高松,たかまつ
4932,高松,高松,たかまつ
4933,高松,高松,たかまつ
4934,高松築港,高松築港,たかまつちっこう
4935,高松町,高松町,たかまつちょう
4936,田上,田上,たがみ
4937,田神,田神,たがみ
4938,高水,高水,たかみず
4939,高光,高光,たかみつ
4940,高見ノ里,高見ノ里,たかみのさと
4941,高見橋,高見橋,たかみばし
4942,高見馬場,高見馬場,たかみばば
4943,高宮,高宮,たかみや
4944,高宮,高宮,たかみや
4945,高森,高森,たかもり
4946,高屋,高屋,たかや
4947,高安,高安,たかやす
4948,高安山,高安山,たかやすやま
4949,高柳,高柳,たかやなぎ
4950,高山,高山,たかやま
4951,高横須賀,高横須賀,たかよこすか
4952,宝ヶ池,宝ヶ池,たからがいけ
4953,宝町,宝町,たからちょう
4954,宝塚,宝塚,たからづか
4955,宝塚南口,宝塚南口,たからづかみなみぐち
4956,財部,財部,たからべ
4957,宝町,宝町,たからまち
4958,田川伊田,田川伊田,たがわいた
4959,田川後藤寺,田川後藤寺,たがわごとうじ
4960,高鷲,高鷲,たかわし
4961,田川市立病院,田川市立病院,たがわしりつびょういん
4962,滝,滝,たき
4963,多気,多気,たき
4964,滝,滝,たき
4965,田儀,田儀,たぎ
4966,滝井,滝井,たきい
4967,滝尾,滝尾,たきお
4968,滝川,滝川,たきかわ
4969,滝沢,滝沢,たきざわ
4970,滝谷,滝谷,たきだに
4971,滝谷不動,滝谷不動,たきだにふどう
4972,滝野,滝野,たきの
4973,滝ノ上,滝ノ上,たきのうえ
4974,滝野川一丁目,滝野川一丁目,たきのがわいっちょうめ
4975,滝の茶屋,滝の茶屋,たきのちゃや
4976,滝ノ間,滝ノ間,たきのま
4977,滝宮,滝宮,たきのみや
4978,多喜浜,多喜浜,たきはま
4979,滝原,滝原,たきはら
4980,滝不動,滝不動,たきふどう
4981,滝部,滝部,たきべ
4982,滝水,滝水,たきみず
4983,滝本,滝本,たきもと
4984,滝谷,滝谷,たきや
4985,滝山,滝山,たきやま
4986,田京,田京,たきょう
4987,田切,田切,たぎり
4988,多久,多久,たく
4989,拓北,拓北,たくほく
4990,詫間,詫間,たくま
4991,竹,竹,たけ
4992,竹浦,竹浦,たけうら
4993,武雄温泉,武雄温泉,たけおおんせん
4994,竹岡,竹岡,たけおか
4995,武川,武川,たけかわ
4996,竹駒,竹駒,たけこま
4997,武里,武里,たけさと
4998,竹沢,竹沢,たけざわ
4999,武志,武志,たけし
5000,竹下,竹下,たけした
5001,竹芝,竹芝,たけしば
5002,竹田,竹田,たけだ
5003,竹田,竹田,たけだ
5004,武田尾,武田尾,たけだお
5005,武豊,武豊,たけとよ
5006,竹中,竹中,たけなか
5007,武並,武並,たけなみ
5008,竹野,竹野,たけの
5009,竹ノ塚,竹ノ塚,たけのつか
5010,武之橋,武之橋,たけのはし
5011,竹橋,竹橋,たけばし
5012,竹鼻,竹鼻,たけはな
5013,竹原,竹原,たけはら
5014,武生,武生,たけふ
5015,建部,建部,たけべ
5016,竹松,竹松,たけまつ
5017,竹村,竹村,たけむら
5018,田子,田子,たこ
5019,蛸地蔵,蛸地蔵,たこじぞう
5020,太宰府,太宰府,だざいふ
5021,田崎橋,田崎橋,たさきばし
5022,田沢,田沢,たざわ
5023,田沢湖,田沢湖,たざわこ
5024,出平,出平,だしだいら
5025,駄科,駄科,だしな
5026,丹治部,丹治部,たじべ
5027,田島,田島,たじま
5028,但馬,但馬,たじま
5029,田島高校前,田島高校前,たじまこうこうまえ
5030,但馬三江,但馬三江,たじまみえ
5031,多治見,多治見,たじみ
5032,田尻,田尻,たじり
5033,田代,田代,たしろ
5034,田添,田添,たぞえ
5035,多田,多田,ただ
5036,多田,多田,ただ
5037,忠岡,忠岡,ただおか
5038,田立,田立,ただち
5039,忠海,忠海,ただのうみ
5040,只見,只見,ただみ
5041,多田羅,多田羅,たたら
5042,多々良,多々良,たたら
5043,立会川,立会川,たちあいがわ
5044,太刀洗,太刀洗,たちあらい
5045,立川,立川,たちかわ
5046,立川北,立川北,たちかわきた
5047,立川南,立川南,たちかわみなみ
5048,立木,立木,たちき
5049,立小路,立小路,たちこうじ
5050,館田,館田,たちた
5051,立花,立花,たちばな
5052,立飛,立飛,たちひ
5053,立間,立間,たちま
5054,田津,田津,たづ
5055,立江,立江,たつえ
5056,龍岡城,龍岡城,たつおかじょう
5057,竜田,竜田,たつた
5058,竜田川,竜田川,たつたがわ
5059,竜田口,竜田口,たつたぐち
5060,辰野,辰野,たつの
5061,竜野,竜野,たつの
5062,辰巳,辰巳,たつみ
5063,巽ヶ丘,巽ヶ丘,たつみがおか
5064,立道,立道,たつみち
5065,田鶴浜,田鶴浜,たつるはま
5066,伊達,伊達,だて
5067,立石,立石,たていし
5068,立ヶ花,立ヶ花,たてがはな
5069,立川目,立川目,たてかわめ
5070,館腰,館腰,たてこし
5071,立田,立田,たてだ
5072,立野,立野,たての
5073,立野,立野,たての
5074,立場,立場,たてば
5075,館林,館林,たてばやし
5076,竪堀,竪堀,たてぼり
5077,立町,立町,たてまち
5078,伊達紋別,伊達紋別,だてもんべつ
5079,楯山,楯山,たてやま
5080,館山,館山,たてやま
5081,立山,立山,たてやま
5082,多度,多度,たど
5083,多度津,多度津,たどつ
5084,田奈,田奈,たな
5085,田中,田中,たなか
5086,田中口,田中口,たなかぐち
5087,棚方,棚方,たながた
5088,多奈川,多奈川,たながわ
5089,棚倉,棚倉,たなくら
5090,田無,田無,たなし
5091,田辺,田辺,たなべ
5092,田並,田並,たなみ
5093,谷頭,谷頭,たにがしら
5094,谷上,谷上,たにがみ
5095,谷川,谷川,たにかわ
5096,谷汲口,谷汲口,たにぐみぐち
5097,谷之口,谷之口,たにのくち
5098,谷浜,谷浜,たにはま
5099,谷町九丁目,谷町九丁目,たにまちきゅうちょうめ
5100,谷町四丁目,谷町四丁目,たにまちよんちょうめ
5101,谷町六丁目,谷町六丁目,たにまちろくちょうめ
5102,谷山,谷山,たにやま
5103,谷山,谷山,たにやま
5104,段山町,段山町,だにやままち
5105,田主丸,田主丸,たぬしまる
5106,田沼,田沼,たぬま
5107,種市,種市,たねいち
5108,種差海岸,種差海岸,たねさしかいがん
5109,田野,田野,たの
5110,田野,田野,たの
5111,たのうら御立岬公園,たのうら御立岬公園,たのうらおたちみさきこうえん
5112,田野口,田野口,たのくち
5113,田窪,田窪,たのくぼ
5114,田野倉,田野倉,たのくら
5115,田野畑,田野畑,たのはた
5116,たばこ産業前,たばこ産業前,たばこさんぎょうまえ
5117,田端,田端,たばた
5118,田畑,田畑,たばた
5119,田原,田原,たはら
5120,田原坂,田原坂,たばるざか
5121,たびら平戸口,たびら平戸口,たびらひらどぐち
5122,旅伏,旅伏,たぶし
5123,田布施,田布施,たぶせ
5124,田辺島通,田辺島通,たべしまどおり
5125,多宝塔,多宝塔,たほうとう
5126,多磨,多磨,たま
5127,玉江,玉江,たまえ
5128,玉垣,玉垣,たまがき
5129,玉柏,玉柏,たまがし
5130,玉川,玉川,たまがわ
5131,多摩川,多摩川,たまがわ
5132,玉川,玉川,たまがわ
5133,玉川学園前,玉川学園前,たまがわがくえんまえ
5134,玉川上水,玉川上水,たまがわじょうすい
5135,玉川村,玉川村,たまがわむら
5136,多摩境,多摩境,たまさかい
5137,多摩センター,多摩センター,たませんたー
5138,田町,田町,たまち
5139,田町,田町,たまち
5140,玉造,玉造,たまつくり
5141,玉造温泉,玉造温泉,たまつくりおんせん
5142,玉出,玉出,たまで
5143,玉手,玉手,たまで
5144,玉戸,玉戸,たまど
5145,多摩動物公園,多摩動物公園,たまどうぶつこうえん
5146,玉名,玉名,たまな
5147,玉野,玉野,たまの
5148,玉ノ井,玉ノ井,たまのい
5149,玉之江,玉之江,たまのえ
5150,たまプラーザ,たまプラーザ,たまぷらーざ
5151,玉水,玉水,たまみず
5152,玉村,玉村,たまむら
5153,玉淀,玉淀,たまよど
5154,玉来,玉来,たまらい
5155,田丸,田丸,たまる
5156,多磨霊園,多磨霊園,たまれいえん
5157,田村,田村,たむら
5158,溜池山王,溜池山王,ためいけさんのう
5159,田本,田本,たもと
5160,多屋,多屋,たや
5161,田山,田山,たやま
5162,田吉,田吉,たよし
5163,多寄,多寄,たよろ
5164,多良,多良,たら
5165,多良木,多良木,たらぎ
5166,垂井,垂井,たるい
5167,樽井,樽井,たるい
5168,樽見,樽見,たるみ
5169,垂水,垂水,たるみ
5170,田老,田老,たろう
5171,太郎坊宮前,太郎坊宮前,たろうぼうぐうまえ
5172,太郎丸,太郎丸,たろうまる
5173,俵田,俵田,たわらだ
5174,田原町,田原町,たわらまち
5175,田原町,田原町,たわらまち
5176,田原本,田原本,たわらもと
5177,段,段,だん
5178,旦過,旦過,たんが
5179,丹後大宮,丹後大宮,たんごおおみや
5180,丹後神崎,丹後神崎,たんごかんざき
5181,丹後神野,丹後神野,たんごかんの
5182,丹後由良,丹後由良,たんごゆら
5183,丹荘,丹荘,たんしょう
5184,誕生寺,誕生寺,たんじょうじ
5185,端野,端野,たんの
5186,淡輪,淡輪,たんのわ
5187,丹波大山,丹波大山,たんばおおやま
5188,丹波口,丹波口,たんばぐち
5189,丹波竹田,丹波竹田,たんばたけだ
5190,丹波橋,丹波橋,たんばばし
5191,段原一丁目,段原一丁目,だんばらいっちょうめ
5192,丹比,丹比,たんぴ
5193,田んぼアート,田んぼアート,たんぼあーと
5194,反町,反町,たんまち
5195,智恵文,智恵文,ちえぶん
5196,近川,近川,ちかがわ
5197,千垣,千垣,ちがき
5198,茅ヶ崎,茅ヶ崎,ちがさき
5199,近田,近田,ちかた
5200,近津,近津,ちかつ
5201,地下鉄赤塚,地下鉄赤塚,ちかてつあかつか
5202,地下鉄成増,地下鉄成増,ちかてつなります
5203,近永,近永,ちかなが
5204,千金,千金,ちがね
5205,近文,近文,ちかぶみ
5206,筑後大石,筑後大石,ちくごおおいし
5207,筑後草野,筑後草野,ちくごくさの
5208,筑後船小屋,筑後船小屋,ちくごふなごや
5209,筑後吉井,筑後吉井,ちくごよしい
5210,千種,千種,ちくさ
5211,筑紫,筑紫,ちくし
5212,筑前岩屋,筑前岩屋,ちくぜんいわや
5213,筑前植木,筑前植木,ちくぜんうえき
5214,筑前内野,筑前内野,ちくぜんうちの
5215,筑前庄内,筑前庄内,ちくぜんしょうない
5216,地区センター,地区センター,ちくせんたー
5217,筑前大分,筑前大分,ちくぜんだいぶ
5218,筑前垣生,筑前垣生,ちくぜんはぶ
5219,筑前深江,筑前深江,ちくぜんふかえ
5220,筑前前原,筑前前原,ちくぜんまえばる
5221,筑前山家,筑前山家,ちくぜんやまえ
5222,筑前山手,筑前山手,ちくぜんやまて
5223,千国,千国,ちくに
5224,筑豊香月,筑豊香月,ちくほうかつき
5225,筑豊中間,筑豊中間,ちくほうなかま
5226,筑豊直方,筑豊直方,ちくほうのおがた
5227,千曲,千曲,ちくま
5228,千倉,千倉,ちくら
5229,稚子塚,稚子塚,ちごづか
5230,千里,千里,ちさと
5231,千里,千里,ちさと
5232,千路,千路,ちじ
5233,千城台,千城台,ちしろだい
5234,千城台北,千城台北,ちしろだいきた
5235,智頭,智頭,ちず
5236,知多奥田,知多奥田,ちたおくだ
5237,知多武豊,知多武豊,ちたたけとよ
5238,知多半田,知多半田,ちたはんだ
5239,秩父,秩父,ちちぶ
5240,秩父別,秩父別,ちっぷべつ
5241,地鉄ビル前,地鉄ビル前,ちてつびるまえ
5242,千歳,千歳,ちとせ
5243,千年,千年,ちとせ
5244,千歳,千歳,ちとせ
5245,千歳烏山,千歳烏山,ちとせからすやま
5246,千歳町,千歳町,ちとせちょう
5247,千歳船橋,千歳船橋,ちとせふなばし
5248,千歳町,千歳町,ちとせまち
5249,千鳥,千鳥,ちどり
5250,千鳥町,千鳥町,ちどりちょう
5251,千鳥橋,千鳥橋,ちどりばし
5252,茅野,茅野,ちの
5253,千葉,千葉,ちば
5254,千葉公園,千葉公園,ちばこうえん
5255,知波田,知波田,ちばた
5256,千葉中央,千葉中央,ちばちゅうおう
5257,千葉寺,千葉寺,ちばでら
5258,千葉ニュータウン中央,千葉ニュータウン中央,ちばにゅーたうんちゅうおう
5259,千葉みなと,千葉みなと,ちばみなと
5260,千早,千早,ちはや
5261,千早口,千早口,ちはやぐち
5262,ちはら台,ちはら台,ちはらだい
5263,千曳,千曳,ちびき
5264,千船,千船,ちぶね
5265,智北,智北,ちほく
5266,茶臼山,茶臼山,ちゃうすやま
5267,茶志内,茶志内,ちゃしない
5268,茶所,茶所,ちゃじょ
5269,茶内,茶内,ちゃない
5270,茶屋ヶ坂,茶屋ヶ坂,ちゃやがさか
5271,茶山,茶山,ちゃやま
5272,茶山,茶山,ちゃやま
5273,茶屋町,茶屋町,ちゃやまち
5274,中央市場前,中央市場前,ちゅうおういちばまえ
5275,中央区役所前,中央区役所前,ちゅうおうくやくしょまえ
5276,中央大学・明星大学,中央大学・明星大学,ちゅうおうだいがく・めいせいだいがく
5277,中央図書館前,中央図書館前,ちゅうおうとしょかんまえ
5278,中央病院前,中央病院前,ちゅうおうびょういんまえ
5279,中央弘前,中央弘前,ちゅうおうひろさき
5280,中央前橋,中央前橋,ちゅうおうまえばし
5281,中央林間,中央林間,ちゅうおうりんかん
5282,中学校,中学校,ちゅうがっこう
5283,中京競馬場前,中京競馬場前,ちゅうきょうけいばじょうまえ
5284,中郡,中郡,ちゅうぐん
5285,中国勝山,中国勝山,ちゅうごくかつやま
5286,中書島,中書島,ちゅうしょじま
5287,中田,中田,ちゅうでん
5288,中電前,中電前,ちゅうでんまえ
5289,中納言,中納言,ちゅうなごん
5290,中部国際空港,中部国際空港,ちゅうぶこくさいくうこう
5291,中部天竜,中部天竜,ちゅうぶてんりゅう
5292,千代,千代,ちよ
5293,長後,長後,ちょうご
5294,彫刻の森,彫刻の森,ちょうこくのもり
5295,帖佐,帖佐,ちょうさ
5296,銚子,銚子,ちょうし
5297,銚子口,銚子口,ちょうしぐち
5298,長者ヶ浜潮騒はまなす公園前,長者ヶ浜潮騒はまなす公園前,ちょうじゃがはましおさいはまなすこうえんまえ
5299,長者原,長者原,ちょうじゃばる
5300,長者町,長者町,ちょうじゃまち
5301,調布,調布,ちょうふ
5302,長府,長府,ちょうふ
5303,長門峡,長門峡,ちょうもんきょう
5304,長陽,長陽,ちょうよう
5305,長楽寺,長楽寺,ちょうらくじ
5306,千代ヶ岡,千代ヶ岡,ちよがおか
