id,original,surface,pronunciation,type,org,debut_year,status
412,マイケル・スティーヴンス,マイケル・スティーヴンス,マイケル・スティーヴンス,full,NA,2008,current
413,マイケル・リーブス,リーブス,リーブス,family,NA,2017,current
413,マイケル・リーブス,マイケル,マイケル,given,NA,2017,current
413,マイケル・リーブス,マイケル・リーブス,マイケル・リーブス,full,NA,2017,current
414,マエスケ,マエスケ,マエスケ,full,NA,NA,current
415,マキシミリアン・ドゥード,ドゥード,ドゥード,family,NA,NA,current
415,マキシミリアン・ドゥード,マキシミリアン,マキシミリアン,given,NA,NA,current
415,マキシミリアン・ドゥード,マキシミリアン・ドゥード,マキシミリアン・ドゥード,full,NA,NA,current
416,マギボン,マギボン,マギボン,full,NA,NA,current
417,マギー,マギー,マギー,full,NA,NA,current
418,マクシム・ガルキン,ガルキン,ガルキン,family,NA,1994,current
418,マクシム・ガルキン,マクシム,マクシム,given,NA,1994,current
418,マクシム・ガルキン,マクシム・ガルキン,マクシム・ガルキン,full,NA,1994,current
419,マットパット,マットパット,マットパット,full,NA,2009,current
420,マット・スローン,スローン,スローン,family,NA,1993,current
420,マット・スローン,マット,マット,given,NA,1993,current
420,マット・スローン,マット・スローン,マット・スローン,full,NA,1993,current
421,マット・ハーディング,ハーディング,ハーディング,family,NA,NA,current
421,マット・ハーディング,マット,マット,given,NA,NA,current
421,マット・ハーディング,マット・ハーディング,マット・ハーディング,full,NA,NA,current
422,マット・ワトソン,ワトソン,ワトソン,family,NA,NA,current
422,マット・ワトソン,マット,マット,given,NA,NA,current
422,マット・ワトソン,マット・ワトソン,マット・ワトソン,full,NA,NA,current
423,マヤ＝レシア・ネイラー,ネイラー,ネイラー,family,NA,NA,current
423,マヤ＝レシア・ネイラー,マヤ,マヤ,given,NA,NA,current
423,マヤ＝レシア・ネイラー,マヤ＝レシア・ネイラー,マヤ・レシア・ネイラー,full,NA,NA,current
424,マリエ・ディグビー,ディグビー,ディグビー,family,NA,2004,current
424,マリエ・ディグビー,マリエ,マリエ,given,NA,2004,current
424,マリエ・ディグビー,マリエ・ディグビー,マリエ・ディグビー,full,NA,2004,current
425,マルケス・ブラウンリー,ブラウンリー,ブラウンリー,family,NA,2008,current
425,マルケス・ブラウンリー,マルケス,マルケス,given,NA,2008,current
425,マルケス・ブラウンリー,マルケス・ブラウンリー,マルケス・ブラウンリー,full,NA,2008,current
426,マークプライヤー,マークプライヤー,マークプライヤー,full,NA,2012,current
427,マーク・ローバー,ローバー,ローバー,family,Apple Inc./アメリカ航空宇宙局/ジェット推進研究所,NA,current
427,マーク・ローバー,マーク,マーク,given,Apple Inc./アメリカ航空宇宙局/ジェット推進研究所,NA,current
427,マーク・ローバー,マーク・ローバー,マーク・ローバー,full,Apple Inc./アメリカ航空宇宙局/ジェット推進研究所,NA,current
428,マーティン・シュクレリ,シュクレリ,シュクレリ,family,NA,NA,current
428,マーティン・シュクレリ,マーティン,マーティン,given,NA,NA,current
428,マーティン・シュクレリ,マーティン・シュクレリ,マーティン・シュクレリ,full,NA,NA,current
429,ミア・ハリファ,ハリファ,ハリファ,family,NA,2014,former
429,ミア・ハリファ,ミア,ミア,given,NA,2014,former
429,ミア・ハリファ,ミア・ハリファ,ミア・ハリファ,full,NA,2014,former
430,ミカエラ・ブレスウェート,ブレスウェート,ブレスウェート,family,NA,NA,current
430,ミカエラ・ブレスウェート,ミカエラ,ミカエラ,given,NA,NA,current
430,ミカエラ・ブレスウェート,ミカエラ・ブレスウェート,ミカエラ・ブレスウェート,full,NA,NA,current
431,ミシェル・ファン,ファン,ファン,family,NA,2007,current
431,ミシェル・ファン,ミシェル,ミシェル,given,NA,2007,current
431,ミシェル・ファン,ミシェル・ファン,ミシェル・ファン,full,NA,2007,current
432,ミスタービースト,ミスタービースト,ミスタービースト,full,NA,2012,current
433,ミスターヤバタン,ミスターヤバタン,ミスターヤバタン,full,NA,NA,current
434,ミメイ,ミメイ,ミメイ,full,NA,NA,current
435,ミラン・クノル,クノル,クノル,family,NA,NA,current
435,ミラン・クノル,ミラン,ミラン,given,NA,NA,current
435,ミラン・クノル,ミラン・クノル,ミラン・クノル,full,NA,NA,current
436,メアリー・モーサ,モーサ,モーサ,family,NA,2004,current
436,メアリー・モーサ,メアリー,メアリー,given,NA,2004,current
436,メアリー・モーサ,メアリー・モーサ,メアリー・モーサ,full,NA,2004,current
437,メイソン・マッデン,マッデン,マッデン,family,NA,2016,current
437,メイソン・マッデン,メイソン,メイソン,given,NA,2016,current
437,メイソン・マッデン,メイソン・マッデン,メイソン・マッデン,full,NA,2016,current
438,メロディ・オリヴェリア,オリヴェリア,オリヴェリア,family,NA,2006,current
438,メロディ・オリヴェリア,メロディ,メロディ,given,NA,2006,current
438,メロディ・オリヴェリア,メロディ・オリヴェリア,メロディ・オリヴェリア,full,NA,2006,current
439,モルゲンシュテルン,モルゲンシュテルン,モルゲンシュテルン,full,NA,2010,current
440,ヤンチャン,ヤンチャン,ヤンチャン,full,NA,NA,current
441,ユッコ・ミラー,ミラー,ミラー,family,NA,NA,current
441,ユッコ・ミラー,ユッコ,ユッコ,given,NA,NA,current
441,ユッコ・ミラー,ユッコ・ミラー,ユッコ・ミラー,full,NA,NA,current
442,ユ・ヨンソク,ヨンソク,ヨンソク,family,NA,2003,current
442,ユ・ヨンソク,ユ,ユ,given,NA,2003,current
442,ユ・ヨンソク,ユ・ヨンソク,ユ・ヨンソク,full,NA,2003,current
443,ヨビノリたくみ,ヨビノリたくみ,ヨビノリタクミ,full,NA,NA,current
444,ライアン・ヒガ,ヒガ,ヒガ,family,NA,2006,current
444,ライアン・ヒガ,ライアン,ライアン,given,NA,2006,current
444,ライアン・ヒガ,ライアン・ヒガ,ライアン・ヒガ,full,NA,2006,current
445,ライザ・コシ,コシ,コシ,family,NA,2013,current
445,ライザ・コシ,ライザ,ライザ,given,NA,2013,current
445,ライザ・コシ,ライザ・コシ,ライザ・コシ,full,NA,2013,current
446,ライナー・フュルミッヒ,フュルミッヒ,フュルミッヒ,family,NA,NA,current
446,ライナー・フュルミッヒ,ライナー,ライナー,given,NA,NA,current
446,ライナー・フュルミッヒ,ライナー・フュルミッヒ,ライナー・フュルミッヒ,full,NA,NA,current
447,ラッセル・ブランド,ブランド,ブランド,family,NA,1994,current
447,ラッセル・ブランド,ラッセル,ラッセル,given,NA,1994,current
447,ラッセル・ブランド,ラッセル・ブランド,ラッセル・ブランド,full,NA,1994,current
448,ラッセ・イェルツェン,イェルツェン,イェルツェン,family,NA,NA,current
448,ラッセ・イェルツェン,ラッセ,ラッセ,given,NA,NA,current
448,ラッセ・イェルツェン,ラッセ・イェルツェン,ラッセ・イェルツェン,full,NA,NA,current
449,ラナ・コンドル,コンドル,コンドル,family,NA,2016,current
449,ラナ・コンドル,ラナ,ラナ,given,NA,2016,current
449,ラナ・コンドル,ラナ・コンドル,ラナ・コンドル,full,NA,2016,current
450,ラファエル,ラファエル,ラファエル,full,NA,NA,current
451,ラムダ,ラムダ,ラムダ,full,NA,NA,current
452,リェギナ・トドリェンコ,トドリェンコ,トドリェンコ,family,NA,2007,current
452,リェギナ・トドリェンコ,リェギナ,リェギナ,given,NA,2007,current
452,リェギナ・トドリェンコ,リェギナ・トドリェンコ,リェギナ・トドリェンコ,full,NA,2007,current
453,リサ・アン,アン,アン,family,映画俳優組合,1994,former
453,リサ・アン,リサ,リサ,given,映画俳優組合,1994,former
453,リサ・アン,リサ・アン,リサ・アン,full,映画俳優組合,1994,former
454,リサ・ドノヴァン,ドノヴァン,ドノヴァン,family,NA,2006,current
454,リサ・ドノヴァン,リサ,リサ,given,NA,2006,current
454,リサ・ドノヴァン,リサ・ドノヴァン,リサ・ドノヴァン,full,NA,2006,current
455,リジー・ベラスケス,ベラスケス,ベラスケス,family,NA,NA,current
455,リジー・ベラスケス,リジー,リジー,given,NA,NA,current
455,リジー・ベラスケス,リジー・ベラスケス,リジー・ベラスケス,full,NA,NA,current
456,リッチ・ピアーナ,ピアーナ,ピアーナ,family,NA,NA,current
456,リッチ・ピアーナ,リッチ,リッチ,given,NA,NA,current
456,リッチ・ピアーナ,リッチ・ピアーナ,リッチ・ピアーナ,full,NA,NA,current
457,リビオ・ジャン＝シャルル,シャルル,シャルル,family,NA,2011,current
457,リビオ・ジャン＝シャルル,リビオ,リビオ,given,NA,2011,current
457,リビオ・ジャン＝シャルル,リビオ・ジャン＝シャルル,リビオ・ジャン・シャルル,full,NA,2011,current
458,リュウジ,リュウジ,リュウジ,full,NA,NA,current
459,リリィピチュー,リリィピチュー,リリィピチュー,full,NA,NA,current
460,リリー・シン,シン,シン,family,NA,2010,current
460,リリー・シン,リリー,リリー,given,NA,2010,current
460,リリー・シン,リリー・シン,リリー・シン,full,NA,2010,current
461,リンジー・スターリング,スターリング,スターリング,family,NA,2010,current
461,リンジー・スターリング,リンジー,リンジー,given,NA,2010,current
461,リンジー・スターリング,リンジー・スターリング,リンジー・スターリング,full,NA,2010,current
462,ルッカ・ルッカ・アリ,アリ,アリ,family,NA,2006,current
462,ルッカ・ルッカ・アリ,ルッカ,ルッカ,given,NA,2006,current
462,ルッカ・ルッカ・アリ,ルッカ・ルッカ・アリ,ルッカ・ルッカ・アリ,full,NA,2006,current
463,ルビィ・デイ,デイ,デイ,family,NA,NA,current
463,ルビィ・デイ,ルビィ,ルビィ,given,NA,NA,current
463,ルビィ・デイ,ルビィ・デイ,ルビィ・デイ,full,NA,NA,current
464,レイチェル・ゼグラー,ゼグラー,ゼグラー,family,NA,2015,current
464,レイチェル・ゼグラー,レイチェル,レイチェル,given,NA,2015,current
464,レイチェル・ゼグラー,レイチェル・ゼグラー,レイチェル・ゼグラー,full,NA,2015,current
465,レイ・ウィリアム・ジョンソン,ジョンソン,ジョンソン,family,NA,2007,current
465,レイ・ウィリアム・ジョンソン,レイ,レイ,given,NA,2007,current
465,レイ・ウィリアム・ジョンソン,レイ・ウィリアム・ジョンソン,レイ・ウィリアム・ジョンソン,full,NA,2007,current
466,レオザフットボール,レオザフットボール,レオザフットボール,full,NA,NA,current
467,レトルト,レトルト,レトルト,full,NA,NA,current
468,レベッカ・ブラック,ブラック,ブラック,family,NA,2010,current
468,レベッカ・ブラック,レベッカ,レベッカ,given,NA,2010,current
468,レベッカ・ブラック,レベッカ・ブラック,レベッカ・ブラック,full,NA,2010,current
469,レベッカ・メイダー,メイダー,メイダー,family,NA,2000,current
469,レベッカ・メイダー,レベッカ,レベッカ,given,NA,2000,current
469,レベッカ・メイダー,レベッカ・メイダー,レベッカ・メイダー,full,NA,2000,current
470,レミ・ガイヤール,ガイヤール,ガイヤール,family,NA,1999,current
470,レミ・ガイヤール,レミ,レミ,given,NA,1999,current
470,レミ・ガイヤール,レミ・ガイヤール,レミ・ガイヤール,full,NA,1999,current
471,レンタルぶさいく,レンタルぶさいく,レンタルブサイク,full,NA,NA,current
472,ロジック,ロジック,ロジック,full,NA,2009,current
473,ロン・ポール,ポール,ポール,family,米国医師外科医協会,NA,current
473,ロン・ポール,ロン,ロン,given,米国医師外科医協会,NA,current
473,ロン・ポール,ロン・ポール,ロン・ポール,full,米国医師外科医協会,NA,current
474,ローガン・ポール,ポール,ポール,family,NA,2013,current
474,ローガン・ポール,ローガン,ローガン,given,NA,2013,current
474,ローガン・ポール,ローガン・ポール,ローガン・ポール,full,NA,2013,current
475,ローレン・グレイ,グレイ,グレイ,family,NA,2015,current
475,ローレン・グレイ,ローレン,ローレン,given,NA,2015,current
475,ローレン・グレイ,ローレン・グレイ,ローレン・グレイ,full,NA,2015,current
476,ワシリーサ・ダワンコワ,ダワンコワ,ダワンコワ,family,NA,NA,current
476,ワシリーサ・ダワンコワ,ワシリーサ,ワシリーサ,given,NA,NA,current
476,ワシリーサ・ダワンコワ,ワシリーサ・ダワンコワ,ワシリーサ・ダワンコワ,full,NA,NA,current
477,ヴァルグ・ヴィーケネス,ヴィーケネス,ヴィーケネス,family,オールド・フューネラル/バーズム/メイヘム,1987,current
477,ヴァルグ・ヴィーケネス,ヴァルグ,ヴァルグ,given,オールド・フューネラル/バーズム/メイヘム,1987,current
477,ヴァルグ・ヴィーケネス,ヴァルグ・ヴィーケネス,ヴァルグ・ヴィーケネス,full,オールド・フューネラル/バーズム/メイヘム,1987,current
478,ヴォックス・デイ,デイ,デイ,family,NA,NA,current
478,ヴォックス・デイ,ヴォックス,ヴォックス,given,NA,NA,current
478,ヴォックス・デイ,ヴォックス・デイ,ヴォックス・デイ,full,NA,NA,current
479,一木花漣,一木,イチキ,family,NA,NA,current
479,一木花漣,花漣,カレン,given,NA,NA,current
479,一木花漣,一木花漣,イチキカレン,full,NA,NA,current
480,一色絢巳,一色,イッシキ,family,NA,NA,current
480,一色絢巳,絢巳,アヤミ,given,NA,NA,current
480,一色絢巳,一色絢巳,イッシキアヤミ,full,NA,NA,current
481,三好美羽,三好,ミヨシ,family,NA,NA,current
481,三好美羽,美羽,ミワ,given,NA,NA,current
481,三好美羽,三好美羽,ミヨシミワ,full,NA,NA,current
482,三谷三四郎,三谷,ミタニ,family,ぷ,NA,current
482,三谷三四郎,三四郎,サンシロウ,given,ぷ,NA,current
482,三谷三四郎,三谷三四郎,ミタニサンシロウ,full,ぷ,NA,current
483,上原亜衣,上原,ウエハラ,family,NA,2008,current
483,上原亜衣,亜衣,アイ,given,NA,2008,current
483,上原亜衣,上原亜衣,ウエハラアイ,full,NA,2008,current
484,上原浩治,上原,ウエハラ,family,NA,NA,current
484,上原浩治,浩治,コウジ,given,NA,NA,current
484,上原浩治,上原浩治,ウエハラコウジ,full,NA,NA,current
485,上矢えり奈,上矢,カミヤ,family,NA,NA,current
485,上矢えり奈,えり奈,エリナ,given,NA,NA,current
485,上矢えり奈,上矢えり奈,カミヤエリナ,full,NA,NA,current
486,上西萌々,上西,ウエニシ,family,NA,NA,current
486,上西萌々,萌々,モモ,given,NA,NA,current
486,上西萌々,上西萌々,ウエニシモモ,full,NA,NA,current
487,下ヨシ子,下,シモ,family,NA,NA,current
487,下ヨシ子,ヨシ子,ヨシコ,given,NA,NA,current
487,下ヨシ子,下ヨシ子,シモヨシコ,full,NA,NA,current
488,与国秀行,与国,ヨクニ,family,武士道,NA,current
488,与国秀行,秀行,ヒデユキ,given,武士道,NA,current
488,与国秀行,与国秀行,ヨクニヒデユキ,full,武士道,NA,current
489,横澤真人,横澤,ヨコサワ,family,NA,NA,current
489,横澤真人,真人,マサト,given,NA,NA,current
489,横澤真人,横澤真人,ヨコサワマサト,full,NA,NA,current
490,中井健介,中井,ナカイ,family,NA,NA,current
490,中井健介,健介,ケンスケ,given,NA,NA,current
490,中井健介,中井健介,ナカイケンスケ,full,NA,NA,current
491,中島小百合,中島,ナカジマ,family,NA,NA,current
491,中島小百合,小百合,サユリ,given,NA,NA,current
491,中島小百合,中島小百合,ナカジマサユリ,full,NA,NA,current
492,中澤達也,中澤,ナカザワ,family,NA,NA,current
492,中澤達也,達也,タツヤ,given,NA,NA,current
492,中澤達也,中澤達也,ナカザワタツヤ,full,NA,NA,current
493,中田敦彦,中田,ナカタ,family,RADIO FISH/オリエンタルラジオ,NA,current
493,中田敦彦,敦彦,アツヒコ,given,RADIO FISH/オリエンタルラジオ,NA,current
493,中田敦彦,中田敦彦,ナカタアツヒコ,full,RADIO FISH/オリエンタルラジオ,NA,current
494,中野優作,中野,ナカノ,family,NA,NA,current
494,中野優作,優作,ユウサク,given,NA,NA,current
494,中野優作,中野優作,ナカノユウサク,full,NA,NA,current
495,丸山礼,丸山,マルヤマ,family,NA,NA,current
495,丸山礼,礼,レイ,given,NA,NA,current
495,丸山礼,丸山礼,マルヤマレイ,full,NA,NA,current
496,丸竹夷,丸竹夷,マルタケエビス,full,NA,NA,current
497,丹生明里,丹生,ニブ,family,日向坂46,2017,current
497,丹生明里,明里,アカリ,given,日向坂46,2017,current
497,丹生明里,丹生明里,ニブアカリ,full,日向坂46,2017,current
498,久保田雅人,久保田,クボタ,family,NA,NA,current
498,久保田雅人,雅人,マサト,given,NA,NA,current
498,久保田雅人,久保田雅人,クボタマサト,full,NA,NA,current
499,久保陽貴,久保,クボ,family,NA,NA,current
499,久保陽貴,陽貴,ハルキ,given,NA,NA,current
499,久保陽貴,久保陽貴,クボハルキ,full,NA,NA,current
500,久慈六郎,久慈,クジ,family,NA,NA,current
500,久慈六郎,六郎,ロクロウ,given,NA,NA,current
500,久慈六郎,久慈六郎,クジロクロウ,full,NA,NA,current
501,亀井有馬,亀井,カメイ,family,NA,NA,current
501,亀井有馬,有馬,ユウマ,given,NA,NA,current
501,亀井有馬,亀井有馬,カメイユウマ,full,NA,NA,current
502,五彩緋夏,五彩,ゴサイ,family,NA,NA,current
502,五彩緋夏,緋夏,ヒナ,given,NA,NA,current
502,五彩緋夏,五彩緋夏,ゴサイヒナ,full,NA,NA,current
503,井たくま,井,イ,family,NA,NA,current
503,井たくま,たくま,タクマ,given,NA,NA,current
503,井たくま,井たくま,イタクマ,full,NA,NA,current
504,井上真梨子,井上,イノウエ,family,NA,NA,current
504,井上真梨子,真梨子,マリコ,given,NA,NA,current
504,井上真梨子,井上真梨子,イノウエマリコ,full,NA,NA,current
505,井口眞緒,井口,イグチ,family,日向坂46,NA,current
505,井口眞緒,眞緒,マオ,given,日向坂46,NA,current
505,井口眞緒,井口眞緒,イグチマオ,full,日向坂46,NA,current
506,井村俊哉,井村,イムラ,family,NA,NA,current
506,井村俊哉,俊哉,トシヤ,given,NA,NA,current
506,井村俊哉,井村俊哉,イムラトシヤ,full,NA,NA,current
507,今井暖大,今井,イマイ,family,TRUSTAR,NA,current
507,今井暖大,暖大,ハルト,given,TRUSTAR,NA,current
507,今井暖大,今井暖大,イマイハルト,full,TRUSTAR,NA,current
508,仮面ライアー217,仮面ライアー217,カメンライアーニイナ,full,バケモノバケツ委員会,NA,current
509,仲本工事,仲本,ナカモト,family,イザワオフィス/ザ・ドリフターズ/渡辺プロダクション,NA,current
509,仲本工事,工事,コウジ,given,イザワオフィス/ザ・ドリフターズ/渡辺プロダクション,NA,current
509,仲本工事,仲本工事,ナカモトコウジ,full,イザワオフィス/ザ・ドリフターズ/渡辺プロダクション,NA,current
510,伊沢拓司,伊沢,イザワ,family,QuizKnock,2010,current
510,伊沢拓司,拓司,タクシ,given,QuizKnock,2010,current
510,伊沢拓司,伊沢拓司,イザワタクシ,full,QuizKnock,2010,current
511,伊藤かりん,伊藤,イトウ,family,乃木坂46,NA,current
511,伊藤かりん,かりん,カリン,given,乃木坂46,NA,current
511,伊藤かりん,伊藤かりん,イトウカリン,full,乃木坂46,NA,current
512,伊藤広基,伊藤,イトウ,family,NA,NA,current
512,伊藤広基,広基,ヒロキ,given,NA,NA,current
512,伊藤広基,伊藤広基,イトウヒロキ,full,NA,NA,current
513,佐々木康平,佐々木,ササキ,family,NA,NA,current
513,佐々木康平,康平,コウヘイ,given,NA,NA,current
513,佐々木康平,佐々木康平,ササキコウヘイ,full,NA,NA,current
514,佐々木駿,佐々木,ササキ,family,NA,NA,current
514,佐々木駿,駿,シュン,given,NA,NA,current
514,佐々木駿,佐々木駿,ササキシュン,full,NA,NA,current
515,佐伯ポインティ,佐伯ポインティ,サエキポインティ,full,NA,NA,current
516,佐藤信顕,佐藤,サトウ,family,NA,NA,current
516,佐藤信顕,信顕,ノブアキ,given,NA,NA,current
516,佐藤信顕,佐藤信顕,サトウノブアキ,full,NA,NA,current
517,余澎杉,余,エイモス,family,NA,NA,current
517,余澎杉,澎杉,イー,given,NA,NA,current
517,余澎杉,余澎杉,エイモスイー,full,NA,NA,current
518,佳苗るか,佳苗,カナエ,family,NA,NA,current
518,佳苗るか,るか,ルカ,given,NA,NA,current
518,佳苗るか,佳苗るか,カナエルカ,full,NA,NA,current
519,傍島将大,傍島,ソバジマ,family,名古屋おもてなし武将隊,NA,current
519,傍島将大,将大,マサヒロ,given,名古屋おもてなし武将隊,NA,current
519,傍島将大,傍島将大,ソバジママサヒロ,full,名古屋おもてなし武将隊,NA,current
520,僕らの別荘,僕らの別荘,ボクラノベッソウ,full,NA,NA,current
521,入山杏奈,入山,イリヤマ,family,AKB48,2010,current
521,入山杏奈,杏奈,アンナ,given,AKB48,2010,current
521,入山杏奈,入山杏奈,イリヤマアンナ,full,AKB48,2010,current
522,八木優樹,八木,ヤギ,family,NA,2020,current
522,八木優樹,優樹,ユウキ,given,NA,2020,current
522,八木優樹,八木優樹,ヤギユウキ,full,NA,2020,current
523,八炯,八炯,ハチケイ,full,NA,NA,current
524,六本木キム教授,六本木キム教授,ロッポンギキムキョウジュ,full,NA,NA,current
525,兵藤小百合,兵藤,ヒョウドウ,family,NA,NA,current
525,兵藤小百合,小百合,サユリ,given,NA,NA,current
525,兵藤小百合,兵藤小百合,ヒョウドウサユリ,full,NA,NA,current
526,出っ歯,出っ歯,デッパ,full,NA,NA,current
527,加藤一華,加藤,カトウ,family,ステーション♪/ボンボンTV,NA,current
527,加藤一華,一華,イチカ,given,ステーション♪/ボンボンTV,NA,current
527,加藤一華,加藤一華,カトウイチカ,full,ステーション♪/ボンボンTV,NA,current
528,加藤乃愛,加藤,カトウ,family,NA,NA,current
528,加藤乃愛,乃愛,ノア,given,NA,NA,current
528,加藤乃愛,加藤乃愛,カトウノア,full,NA,NA,current
529,加藤純一,加藤,カトウ,family,NA,2009,current
529,加藤純一,純一,ジュンイチ,given,NA,2009,current
529,加藤純一,加藤純一,カトウジュンイチ,full,NA,2009,current
530,加藤綾菜,加藤,カトウ,family,NA,NA,current
530,加藤綾菜,綾菜,アヤナ,given,NA,NA,current
530,加藤綾菜,加藤綾菜,カトウアヤナ,full,NA,NA,current
531,加藤美南,加藤,カトウ,family,NGT48,2015,current
531,加藤美南,美南,ミナミ,given,NGT48,2015,current
531,加藤美南,加藤美南,カトウミナミ,full,NGT48,2015,current
532,加護亜依,加護,カゴ,family,NA,NA,current
532,加護亜依,亜依,アイ,given,NA,NA,current
532,加護亜依,加護亜依,カゴアイ,full,NA,NA,current
533,北斗晶,北斗,ホクト,family,NA,1985,current
533,北斗晶,晶,アキラ,given,NA,1985,current
533,北斗晶,北斗晶,ホクトアキラ,full,NA,1985,current
534,北斗白影,北斗,ホクト,family,NA,NA,current
534,北斗白影,白影,シロカゲ,given,NA,NA,current
534,北斗白影,北斗白影,ホクトシロカゲ,full,NA,NA,current
535,北村克哉,北村,キタムラ,family,NA,2017,current
535,北村克哉,克哉,カツヤ,given,NA,2017,current
535,北村克哉,北村克哉,キタムラカツヤ,full,NA,2017,current
536,北条隆博,北条,ホウジョウ,family,NA,2000,current
536,北条隆博,隆博,タカヒロ,given,NA,2000,current
536,北条隆博,北条隆博,ホウジョウタカヒロ,full,NA,2000,current
537,北野日奈子,北野,キタノ,family,乃木坂46,2013,current
537,北野日奈子,日奈子,ヒナコ,given,乃木坂46,2013,current
537,北野日奈子,北野日奈子,キタノヒナコ,full,乃木坂46,2013,current
538,十文字陽亮,十文字,ジュモンジ,family,横浜GRITS,NA,current
538,十文字陽亮,陽亮,ヨウスケ,given,横浜GRITS,NA,current
538,十文字陽亮,十文字陽亮,ジュモンジヨウスケ,full,横浜GRITS,NA,current
539,千葉修司,千葉,チバ,family,NA,NA,current
539,千葉修司,修司,シュウジ,given,NA,NA,current
539,千葉修司,千葉修司,チバシュウジ,full,NA,NA,current
540,午後正午,午後正午,ゴゴショウゴ,full,NA,NA,current
541,南早紀,南,ミナミ,family,NA,NA,current
541,南早紀,早紀,サキ,given,NA,NA,current
541,南早紀,南早紀,ミナミサキ,full,NA,NA,current
542,友金良太,友金,トモガネ,family,NA,NA,current
542,友金良太,良太,リョウタ,given,NA,NA,current
542,友金良太,友金良太,トモガネリョウタ,full,NA,NA,current
543,古川優香,古川,フルカワ,family,NA,NA,current
543,古川優香,優香,ユウカ,given,NA,NA,current
543,古川優香,古川優香,フルカワユウカ,full,NA,NA,current
544,古森もぐ,古森,フルモリ,family,NA,NA,current
544,古森もぐ,もぐ,モグ,given,NA,NA,current
544,古森もぐ,古森もぐ,フルモリモグ,full,NA,NA,current
545,古谷振一,古谷,フルヤ,family,NA,NA,current
545,古谷振一,振一,シンイチ,given,NA,NA,current
545,古谷振一,古谷振一,フルヤシンイチ,full,NA,NA,current
546,右脳くん,右脳くん,ウノウクン,full,NA,NA,current
547,吉川祐介,吉川,ヨシカワ,family,NA,NA,current
547,吉川祐介,祐介,ユウスケ,given,NA,NA,current
547,吉川祐介,吉川祐介,ヨシカワユウスケ,full,NA,NA,current
548,吉田ちか,吉田,ヨシダ,family,NA,NA,current
548,吉田ちか,ちか,チカ,given,NA,NA,current
548,吉田ちか,吉田ちか,ヨシダチカ,full,NA,NA,current
549,吉田朱里,吉田,ヨシダ,family,NA,2010,current
549,吉田朱里,朱里,アカリ,given,NA,2010,current
549,吉田朱里,吉田朱里,ヨシダアカリ,full,NA,2010,current
550,喉押さえマン,喉押さえマン,ノドオサエマン,full,NA,NA,current
551,図月つくる,図月つくる,ズツキツクル,full,ライヴラリ,2022,former
552,圧倒的不審者の極み!,圧倒的不審者の極み!,アットウテキフシンシャノキワミ,full,NA,NA,current
553,坂下真心,坂下,サカシタ,family,NA,2022,current
553,坂下真心,真心,マコ,given,NA,2022,current
553,坂下真心,坂下真心,サカシタマコ,full,NA,2022,current
554,坂井古都,坂井,サカイ,family,NA,NA,current
554,坂井古都,古都,コト,given,NA,NA,current
554,坂井古都,坂井古都,サカイコト,full,NA,NA,current
555,坂口杏里,坂口,サカグチ,family,NA,2008,current
555,坂口杏里,杏里,アンリ,given,NA,2008,current
555,坂口杏里,坂口杏里,サカグチアンリ,full,NA,2008,current
556,坂田佳子,坂田,サカタ,family,NA,2008,current
556,坂田佳子,佳子,ケイコ,given,NA,2008,current
556,坂田佳子,坂田佳子,サカタケイコ,full,NA,2008,current
557,城谷歩,城谷,シロタニ,family,NA,NA,current
557,城谷歩,歩,ワタル,given,NA,NA,current
557,城谷歩,城谷歩,シロタニワタル,full,NA,NA,current
558,堀元見,堀元,ホリモト,family,NA,NA,current
558,堀元見,見,ケン,given,NA,NA,current
558,堀元見,堀元見,ホリモトケン,full,NA,NA,current
559,堀未央奈,堀,ホリ,family,乃木坂46,2013,current
559,堀未央奈,未央奈,ミオナ,given,乃木坂46,2013,current
559,堀未央奈,堀未央奈,ホリミオナ,full,乃木坂46,2013,current
560,堀田隆一,堀田,ホッタ,family,NA,NA,current
560,堀田隆一,隆一,リュウイチ,given,NA,NA,current
560,堀田隆一,堀田隆一,ホッタリュウイチ,full,NA,NA,current
561,増原裕子,増原,マスハラ,family,NA,NA,current
561,増原裕子,裕子,ヒロコ,given,NA,NA,current
561,増原裕子,増原裕子,マスハラヒロコ,full,NA,NA,current
562,多井隆晴,多井,オオイ,family,NA,NA,current
562,多井隆晴,隆晴,タカハル,given,NA,NA,current
562,多井隆晴,多井隆晴,オオイタカハル,full,NA,NA,current
563,夜道雪,夜道,ヨミチ,family,NA,NA,current
563,夜道雪,雪,ユキ,given,NA,NA,current
563,夜道雪,夜道雪,ヨミチユキ,full,NA,NA,current
564,夢咲ももな,夢咲,ユメサキ,family,君と見るそら,NA,current
564,夢咲ももな,ももな,モモナ,given,君と見るそら,NA,current
564,夢咲ももな,夢咲ももな,ユメサキモモナ,full,君と見るそら,NA,current
565,大久保八億,大久保,オオクボ,family,NA,NA,current
565,大久保八億,八億,ハチオク,given,NA,NA,current
565,大久保八億,大久保八億,オオクボハチオク,full,NA,NA,current
566,大原優乃,大原,オオハラ,family,Dream5,NA,current
566,大原優乃,優乃,ユウノ,given,Dream5,NA,current
566,大原優乃,大原優乃,オオハラユウノ,full,Dream5,NA,current
567,大和田南那,大和田,オオワダ,family,NA,2013,current
567,大和田南那,南那,ナナ,given,NA,2013,current
