id,original,surface,pronunciation
3696,セレベスヤマヒタキ,セレベスヤマヒタキ,セレベスヤマヒタキ
3697,チャイロエボシカマドドリ,チャイロエボシカマドドリ,チャイロエボシカマドドリ
3698,マルハシタイランチョウ,マルハシタイランチョウ,マルハシタイランチョウ
3699,ヒメミドリヒヨドリ,ヒメミドリヒヨドリ,ヒメミドリヒヨドリ
3700,アンデスガン,アンデスガン,アンデスガン
3701,フクロシマリス,フクロシマリス,フクロシマリス
3702,チュウノガン,チュウノガン,チュウノガン
3703,オオアシヌマネズミ,オオアシヌマネズミ,オオアシヌマネズミ
3704,アシカ,アシカ,アシカ
3705,ホオグロスズメ,ホオグロスズメ,ホオグロスズメ
3706,ケーマンアメリカムシクイ,ケーマンアメリカムシクイ,ケーマンアメリカムシクイ
3707,イソシギ,イソシギ,イソシギ
3708,ムラサキボウシインコ,ムラサキボウシインコ,ムラサキボウシインコ
3709,チャガシラヒメドリ,チャガシラヒメドリ,チャガシラヒメドリ
3710,エダハシゴシキドリ,エダハシゴシキドリ,エダハシゴシキドリ
3711,ナキヒタキモドキ,ナキヒタキモドキ,ナキヒタキモドキ
3712,オトメズグロインコ,オトメズグロインコ,オトメズグロインコ
3713,キノドニジフウキンチョウ,キノドニジフウキンチョウ,キノドニジフウキンチョウ
3714,コビトモリチメドリ,コビトモリチメドリ,コビトモリチメドリ
3715,アカエリシロチドリ,アカエリシロチドリ,アカエリシロチドリ
3716,オオテンジクネズミ,オオテンジクネズミ,オオテンジクネズミ
3717,キンイロヒタキ,キンイロヒタキ,キンイロヒタキ
3718,ニワムシクイ,ニワムシクイ,ニワムシクイ
3719,アカコクジャク,アカコクジャク,アカコクジャク
3720,クロクビムナジロヒメウ,クロクビムナジロヒメウ,クロクビムナジロヒメウ
3721,シルバールトン,シルバールトン,シルバールトン
3722,キノドメジロハエトリ,キノドメジロハエトリ,キノドメジロハエトリ
3723,ハダカシロアシマウス,ハダカシロアシマウス,ハダカシロアシマウス
3724,コミミハネジネズミ,コミミハネジネズミ,コミミハネジネズミ
3725,ヤシアメリカムシクイ,ヤシアメリカムシクイ,ヤシアメリカムシクイ
3726,クロミミコビトリス,クロミミコビトリス,クロミミコビトリス
3727,ミドリトゲオハチドリ,ミドリトゲオハチドリ,ミドリトゲオハチドリ
3728,チャイロジネズミオポッサム,チャイロジネズミオポッサム,チャイロジネズミオポッサム
3729,アカエリサボテンミソサザイ,アカエリサボテンミソサザイ,アカエリサボテンミソサザイ
3730,セグロフクレヤブモズ,セグロフクレヤブモズ,セグロフクレヤブモズ
3731,フサミミクサビオリス,フサミミクサビオリス,フサミミクサビオリス
3732,ステップマーモット,ステップマーモット,ステップマーモット
3733,アフリカコビトリス,アフリカコビトリス,アフリカコビトリス
3734,アカチャタネワリキンパラ,アカチャタネワリキンパラ,アカチャタネワリキンパラ
3735,ミヤマアオヒヨドリ,ミヤマアオヒヨドリ,ミヤマアオヒヨドリ
3736,メキシコサボテンミソサザイ,メキシコサボテンミソサザイ,メキシコサボテンミソサザイ
3737,コノドジロムシクイ,コノドジロムシクイ,コノドジロムシクイ
3738,アメリカヒバリシギ,アメリカヒバリシギ,アメリカヒバリシギ
3739,アオマネシツグミ,アオマネシツグミ,アオマネシツグミ
3740,ウオーレスズク,ウオーレスズク,ウオーレスズク
3741,カオジロミズナギドリ,カオジロミズナギドリ,カオジロミズナギドリ
3742,シッポウバト,シッポウバト,シッポウバト
3743,アメリカヒレアシ,アメリカヒレアシ,アメリカヒレアシ
3744,マダガスカルカンムリカワセミ,マダガスカルカンムリカワセミ,マダガスカルカンムリカワセミ
3745,キンエリフウキンチョウ,キンエリフウキンチョウ,キンエリフウキンチョウ
3746,クロエリメガネヒタキ,クロエリメガネヒタキ,クロエリメガネヒタキ
3747,オオミミヨタカ,オオミミヨタカ,オオミミヨタカ
3748,ネズミオシロメジリハチドリ,ネズミオシロメジリハチドリ,ネズミオシロメジリハチドリ
3749,ムナフジチメドリ,ムナフジチメドリ,ムナフジチメドリ
3750,ムジボウシノドフサハチドリ,ムジボウシノドフサハチドリ,ムジボウシノドフサハチドリ
3751,ムナグロノジコ,ムナグロノジコ,ムナグロノジコ
3752,ゴールデンモンキー,ゴールデンモンキー,ゴールデンモンキー
3753,シマオナガカッコウ,シマオナガカッコウ,シマオナガカッコウ
3754,セイキインコ,セイキインコ,セイキインコ
3755,ハマジネズミ,ハマジネズミ,ハマジネズミ
3756,カオジロガビチョウ,カオジロガビチョウ,カオジロガビチョウ
3757,アカオツパイ,アカオツパイ,アカオツパイ
3758,タカネパプアチメドリ,タカネパプアチメドリ,タカネパプアチメドリ
3759,コモンハイイロアラレチョウ,コモンハイイロアラレチョウ,コモンハイイロアラレチョウ
3760,ウロコムジチメドリ,ウロコムジチメドリ,ウロコムジチメドリ
3761,シロハラコビトウ,シロハラコビトウ,シロハラコビトウ
3762,フサオデグー,フサオデグー,フサオデグー
3763,ズグロムクドリモドキ,ズグロムクドリモドキ,ズグロムクドリモドキ
3764,ハシマガリチドリ,ハシマガリチドリ,ハシマガリチドリ
3765,ハイグロアリドリ,ハイグロアリドリ,ハイグロアリドリ
3766,マミジロチリカッコウ,マミジロチリカッコウ,マミジロチリカッコウ
3767,キミミヒメゴシキドリ,キミミヒメゴシキドリ,キミミヒメゴシキドリ
3768,メンハタオリドリ,メンハタオリドリ,メンハタオリドリ
3769,アカアリサザイ,アカアリサザイ,アカアリサザイ
3770,ミゾバムササビ,ミゾバムササビ,ミゾバムササビ
3771,コシジロウミツバメ,コシジロウミツバメ,コシジロウミツバメ
3772,クイナ,クイナ,クイナ
3773,キンムネオナガテリムク,キンムネオナガテリムク,キンムネオナガテリムク
3774,シマテンレック,シマテンレック,シマテンレック
3775,アカマユヤマミソサザイ,アカマユヤマミソサザイ,アカマユヤマミソサザイ
3776,ニシツリスガラ,ニシツリスガラ,ニシツリスガラ
3777,メキシコウッドラット,メキシコウッドラット,メキシコウッドラット
3778,オグロシトドコヒバリ,オグロシトドコヒバリ,オグロシトドコヒバリ
3779,ミシシッピートビ,ミシシッピートビ,ミシシッピートビ
3780,アッサムモンキー,アッサムモンキー,アッサムモンキー
3781,アメリカグンカンドリ,アメリカグンカンドリ,アメリカグンカンドリ
3782,キクチハタネズミ,キクチハタネズミ,キクチハタネズミ
3783,ヤツオビアルマジロ,ヤツオビアルマジロ,ヤツオビアルマジロ
3784,ノドジロガビチョウ,ノドジロガビチョウ,ノドジロガビチョウ
3785,ズキンハゲワシ,ズキンハゲワシ,ズキンハゲワシ
3786,シロアシスミントプシス,シロアシスミントプシス,シロアシスミントプシス
3787,ジャワマングース,ジャワマングース,ジャワマングース
3788,アカバネホノオアリドリ,アカバネホノオアリドリ,アカバネホノオアリドリ
3789,ミドリワカケインコ,ミドリワカケインコ,ミドリワカケインコ
3790,カワマユミソサザイ,カワマユミソサザイ,カワマユミソサザイ
3791,ハイハシムナフチュウハシ,ハイハシムナフチュウハシ,ハイハシムナフチュウハシ
3792,マダラヒメゴシキドリ,マダラヒメゴシキドリ,マダラヒメゴシキドリ
3793,アフリカジツグミ,アフリカジツグミ,アフリカジツグミ
3794,ハマシギ,ハマシギ,ハマシギ
3795,カンムリウズラ,カンムリウズラ,カンムリウズラ
3796,シコンヒワ,シコンヒワ,シコンヒワ
3797,マダガスカルタンビヒタキ,マダガスカルタンビヒタキ,マダガスカルタンビヒタキ
3798,シロボウシマイコドリ,シロボウシマイコドリ,シロボウシマイコドリ
3799,ハシナガトガリネズミ,ハシナガトガリネズミ,ハシナガトガリネズミ
3800,アフリカヘビウ,アフリカヘビウ,アフリカヘビウ
3801,ジュウニセンフウチョウ,ジュウニセンフウチョウ,ジュウニセンフウチョウ
3802,アフリカワシミミズク,アフリカワシミミズク,アフリカワシミミズク
3803,オカピ,オカピ,オカピ
3804,ニュージーランドクイナ,ニュージーランドクイナ,ニュージーランドクイナ
3805,シマコゲラ,シマコゲラ,シマコゲラ
3806,フサオヤワゲマウス,フサオヤワゲマウス,フサオヤワゲマウス
3807,オオアリクイ,オオアリクイ,オオアリクイ
3808,スイスハツカネズミ,スイスハツカネズミ,スイスハツカネズミ
3809,サバクミミズク,サバクミミズク,サバクミミズク
3810,ミドリスズメインコ,ミドリスズメインコ,ミドリスズメインコ
3811,エクアドルヤマハチドリ,エクアドルヤマハチドリ,エクアドルヤマハチドリ
3812,コモロタイヨウチョウ,コモロタイヨウチョウ,コモロタイヨウチョウ
3813,アオマルケサスヒタキ,アオマルケサスヒタキ,アオマルケサスヒタキ
3814,フイリモズビタキ,フイリモズビタキ,フイリモズビタキ
3815,シマアオジ,シマアオジ,シマアオジ
3816,ムナフコウライウグイス,ムナフコウライウグイス,ムナフコウライウグイス
3817,ミスジアメリカムシクイ,ミスジアメリカムシクイ,ミスジアメリカムシクイ
3818,トムソンガゼル,トムソンガゼル,トムソンガゼル
3819,アンゴラフルーツコウモリ,アンゴラフルーツコウモリ,アンゴラフルーツコウモリ
3820,コガラ,コガラ,コガラ
3821,アカハシチャツグミ,アカハシチャツグミ,アカハシチャツグミ
3822,エクアドルケノレステス,エクアドルケノレステス,エクアドルケノレステス
3823,ナンヨウセイコウチョウ,ナンヨウセイコウチョウ,ナンヨウセイコウチョウ
3824,ハイイロカモメ,ハイイロカモメ,ハイイロカモメ
3825,カラニジキジ,カラニジキジ,カラニジキジ
3826,ネズミメジロハエトリ,ネズミメジロハエトリ,ネズミメジロハエトリ
3827,シロハラヤチマウス,シロハラヤチマウス,シロハラヤチマウス
3828,カゲハタネズミ,カゲハタネズミ,カゲハタネズミ
3829,ノガン,ノガン,ノガン
3830,ドジョウ,ドジョウ,ドジョウ
3831,アカフサカザリドリ,アカフサカザリドリ,アカフサカザリドリ
3832,ドミニカアメリカムシクイ,ドミニカアメリカムシクイ,ドミニカアメリカムシクイ
3833,モリレミング,モリレミング,モリレミング
3834,オオマシコ,オオマシコ,オオマシコ
3835,オボロテンニョゲラ,オボロテンニョゲラ,オボロテンニョゲラ
3836,ハイノドアメリカムシクイ,ハイノドアメリカムシクイ,ハイノドアメリカムシクイ
3837,モリヤワゲネズミ,モリヤワゲネズミ,モリヤワゲネズミ
3838,ムナグロワタアシハチドリ,ムナグロワタアシハチドリ,ムナグロワタアシハチドリ
3839,ヘラシギ,ヘラシギ,ヘラシギ
3840,ニシタイランチョウ,ニシタイランチョウ,ニシタイランチョウ
3841,ハイイロガン,ハイイロガン,ハイイロガン
3842,トリスタンフィンチ,トリスタンフィンチ,トリスタンフィンチ
3843,チャズキンハチクイモドキ,チャズキンハチクイモドキ,チャズキンハチクイモドキ
3844,キバラオウギビタキ,キバラオウギビタキ,キバラオウギビタキ
3845,キバラセンニョムシクイ,キバラセンニョムシクイ,キバラセンニョムシクイ
3846,ヒヒ,ヒヒ,ヒヒ
3847,アカハシネッタイチョウ,アカハシネッタイチョウ,アカハシネッタイチョウ
3848,カオジロウミツバメ,カオジロウミツバメ,カオジロウミツバメ
3849,トパーズハチドリ,トパーズハチドリ,トパーズハチドリ
3850,コシジロアナツバメ,コシジロアナツバメ,コシジロアナツバメ
3851,ビロードネズミ,ビロードネズミ,ビロードネズミ
3852,チゴハヤブサ,チゴハヤブサ,チゴハヤブサ
3853,アカガオハシリバト,アカガオハシリバト,アカガオハシリバト
3854,ソライロフウキンチョウ,ソライロフウキンチョウ,ソライロフウキンチョウ
3855,ホオグロモリツバメ,ホオグロモリツバメ,ホオグロモリツバメ
3856,カオグロイロムシクイ,カオグロイロムシクイ,カオグロイロムシクイ
3857,シロハラキンパラ,シロハラキンパラ,シロハラキンパラ
3858,ベニガオザル,ベニガオザル,ベニガオザル
3859,ミナミコガラ,ミナミコガラ,ミナミコガラ
3860,キジバンケン,キジバンケン,キジバンケン
3861,シロテテナガザル,シロテテナガザル,シロテテナガザル
3862,アカメミカドバト,アカメミカドバト,アカメミカドバト
3863,ソライロボウシマイコドリ,ソライロボウシマイコドリ,ソライロボウシマイコドリ
3864,ヒイロサンショウクイ,ヒイロサンショウクイ,ヒイロサンショウクイ
3865,レンネルオオハシヒタキ,レンネルオオハシヒタキ,レンネルオオハシヒタキ
3866,ススシロアシマウス,ススシロアシマウス,ススシロアシマウス
3867,ハシジロキツツキ,ハシジロキツツキ,ハシジロキツツキ
3868,キイロオクロオウム,キイロオクロオウム,キイロオクロオウム
3869,ムナフムシクイチメドリ,ムナフムシクイチメドリ,ムナフムシクイチメドリ
3870,アナグマ,アナグマ,アナグマ
3871,ムナフイカル,ムナフイカル,ムナフイカル
3872,コビトマングース,コビトマングース,コビトマングース
3873,サルタンガラ,サルタンガラ,サルタンガラ
3874,メジロメキシコインコ,メジロメキシコインコ,メジロメキシコインコ
3875,コアシイワオオミミマウス,コアシイワオオミミマウス,コアシイワオオミミマウス
3876,キムネカマドドリ,キムネカマドドリ,キムネカマドドリ
3877,アラゲアルマジロ,アラゲアルマジロ,アラゲアルマジロ
3878,ハシグロカッコウ,ハシグロカッコウ,ハシグロカッコウ
3879,ハマダラムクドリ,ハマダラムクドリ,ハマダラムクドリ
3880,ムジカザリドリモドキ,ムジカザリドリモドキ,ムジカザリドリモドキ
3881,メキシコジリス,メキシコジリス,メキシコジリス
3882,ジェンツーペンギン,ジェンツーペンギン,ジェンツーペンギン
3883,ニッケイマイコドリ,ニッケイマイコドリ,ニッケイマイコドリ
3884,シロハラチャムクドリ,シロハラチャムクドリ,シロハラチャムクドリ
3885,マッコウクジラ,マッコウクジラ,マッコウクジラ
3886,ゴーフフィンチ,ゴーフフィンチ,ゴーフフィンチ
3887,カタカケフウチョウ,カタカケフウチョウ,カタカケフウチョウ
3888,アメリカズグロカモメ,アメリカズグロカモメ,アメリカズグロカモメ
3889,ネズミアリモズ,ネズミアリモズ,ネズミアリモズ
3890,クロナキヤブモズイヌ,クロナキヤブモズイヌ,クロナキヤブモズイヌ
3891,オーストラリアツバメ,オーストラリアツバメ,オーストラリアツバメ
3892,ミヤマヒメアオヒタキ,ミヤマヒメアオヒタキ,ミヤマヒメアオヒタキ
3893,メラネシアツカツクリ,メラネシアツカツクリ,メラネシアツカツクリ
3894,アカクロムクドリモドキ,アカクロムクドリモドキ,アカクロムクドリモドキ
3895,ベトナムキジ,ベトナムキジ,ベトナムキジ
3896,チャカザリハチドリ,チャカザリハチドリ,チャカザリハチドリ
3897,クックハツカネズミ,クックハツカネズミ,クックハツカネズミ
3898,バライロルリノジコ,バライロルリノジコ,バライロルリノジコ
3899,クロヒワ,クロヒワ,クロヒワ
3900,ムナジロオナガカマドドリ,ムナジロオナガカマドドリ,ムナジロオナガカマドドリ
3901,シラヒゲウミスズメ,シラヒゲウミスズメ,シラヒゲウミスズメ
3902,オリーブポケットマウス,オリーブポケットマウス,オリーブポケットマウス
3903,モリヒバリ,モリヒバリ,モリヒバリ
3904,ボルネオコビトリス,ボルネオコビトリス,ボルネオコビトリス
3905,アジアフサオヤマアラシ,アジアフサオヤマアラシ,アジアフサオヤマアラシ
3906,カナダヤマアラシ,カナダヤマアラシ,カナダヤマアラシ
3907,カンムリコリン,カンムリコリン,カンムリコリン
3908,ナキイスカ,ナキイスカ,ナキイスカ
3909,ビワマス,ビワマス,ビワマス
3910,インドハゲワシ,インドハゲワシ,インドハゲワシ
3911,アオジカッコウ,アオジカッコウ,アオジカッコウ
3912,チャドコウギョクチョウ,チャドコウギョクチョウ,チャドコウギョクチョウ
3913,タイワンコノハズク,タイワンコノハズク,タイワンコノハズク
3914,イワヒバリ,イワヒバリ,イワヒバリ
3915,リシリムクゲネズミ,リシリムクゲネズミ,リシリムクゲネズミ
3916,マダラウミヘビ,マダラウミヘビ,マダラウミヘビ
3917,マダラアグーチ,マダラアグーチ,マダラアグーチ
3918,ミスジパームシベット,ミスジパームシベット,ミスジパームシベット
3919,インドヒメクロアジサシ,インドヒメクロアジサシ,インドヒメクロアジサシ
3920,セグロゴシキドリ,セグロゴシキドリ,セグロゴシキドリ
3921,タカサゴモズ,タカサゴモズ,タカサゴモズ
3922,ペルーモグリウミツバメ,ペルーモグリウミツバメ,ペルーモグリウミツバメ
3923,アカハラミドリヤマセミ,アカハラミドリヤマセミ,アカハラミドリヤマセミ
3924,ノドグロカイツブリ,ノドグロカイツブリ,ノドグロカイツブリ
3925,トンガオオコウモリ,トンガオオコウモリ,トンガオオコウモリ
3926,ヨウジウオ,ヨウジウオ,ヨウジウオ
3927,ハイイロオリーブヒヨドリ,ハイイロオリーブヒヨドリ,ハイイロオリーブヒヨドリ
3928,コセキレイタイランチョウ,コセキレイタイランチョウ,コセキレイタイランチョウ
3929,シロハラシャコバト,シロハラシャコバト,シロハラシャコバト
3930,シロハラツグミヒタキ,シロハラツグミヒタキ,シロハラツグミヒタキ
3931,ヒナハゼ,ヒナハゼ,ヒナハゼ
3932,クロハラチュウノガン,クロハラチュウノガン,クロハラチュウノガン
3933,チェリーホリネズミ,チェリーホリネズミ,チェリーホリネズミ
3934,ベニビタイキンランチョウ,ベニビタイキンランチョウ,ベニビタイキンランチョウ
3935,バライロユミハチドリ,バライロユミハチドリ,バライロユミハチドリ
3936,アフリカゾウ,アフリカゾウ,アフリカゾウ
3937,カナダガン,カナダガン,カナダガン
3938,セルヤチマウス,セルヤチマウス,セルヤチマウス
3939,キャニオンシロアシマウス,キャニオンシロアシマウス,キャニオンシロアシマウス
3940,ニオイガモ,ニオイガモ,ニオイガモ
3941,ミドリシコンチョウ,ミドリシコンチョウ,ミドリシコンチョウ
3942,スポテッドサラマンダー,スポテッドサラマンダー,スポテッドサラマンダー
3943,ハリネズミ,ハリネズミ,ハリネズミ
3944,ハクオウチョウ,ハクオウチョウ,ハクオウチョウ
3945,カザンカヤマウス,カザンカヤマウス,カザンカヤマウス
3946,アカエリエボシドリ,アカエリエボシドリ,アカエリエボシドリ
3947,ヒゲガラ,ヒゲガラ,ヒゲガラ
3948,コシグロクサシギ,コシグロクサシギ,コシグロクサシギ
3949,ハイバネツグミ,ハイバネツグミ,ハイバネツグミ
3950,ホトケドジョウ,ホトケドジョウ,ホトケドジョウ
3951,タウンゼンドシマリス,タウンゼンドシマリス,タウンゼンドシマリス
3952,キエリアオゲラ,キエリアオゲラ,キエリアオゲラ
3953,シルスイキツツキ,シルスイキツツキ,シルスイキツツキ
3954,カザリドリモドキ,カザリドリモドキ,カザリドリモドキ
3955,カササギフウキンチョウ,カササギフウキンチョウ,カササギフウキンチョウ
3956,セラムツカツクリ,セラムツカツクリ,セラムツカツクリ
3957,コロンビアシマアリモズ,コロンビアシマアリモズ,コロンビアシマアリモズ
3958,テリハオウチュウ,テリハオウチュウ,テリハオウチュウ
3959,マダガスカルメジロ,マダガスカルメジロ,マダガスカルメジロ
3960,ミミキヌバネドリ,ミミキヌバネドリ,ミミキヌバネドリ
3961,エクアドルウーリーオポッサム,エクアドルウーリーオポッサム,エクアドルウーリーオポッサム
3962,ハジロミズナギドリ,ハジロミズナギドリ,ハジロミズナギドリ
3963,ホッテントットキンモグラ,ホッテントットキンモグラ,ホッテントットキンモグラ
3964,マナヅル,マナヅル,マナヅル
3965,ハイバラエメラルドハチドリ,ハイバラエメラルドハチドリ,ハイバラエメラルドハチドリ
3966,オジロヒヨドリ,オジロヒヨドリ,オジロヒヨドリ
3967,オレゴントガリネズミ,オレゴントガリネズミ,オレゴントガリネズミ
3968,コアカヒゲハチドリ,コアカヒゲハチドリ,コアカヒゲハチドリ
3969,ムナジロミソサザイ,ムナジロミソサザイ,ムナジロミソサザイ
3970,イワトビペンギン,イワトビペンギン,イワトビペンギン
3971,カリブシラギクタイランチョウ,カリブシラギクタイランチョウ,カリブシラギクタイランチョウ
3972,アメシストテンシハチドリ,アメシストテンシハチドリ,アメシストテンシハチドリ
3973,セレベスハナナガリス,セレベスハナナガリス,セレベスハナナガリス
3974,オコジョ,オコジョ,オコジョ
3975,ヒメフクロネコ,ヒメフクロネコ,ヒメフクロネコ
3976,アカハラヒメウソ,アカハラヒメウソ,アカハラヒメウソ
3977,タンビコムシクイ,タンビコムシクイ,タンビコムシクイ
3978,ヨコジマカッコウサンショウクイ,ヨコジマカッコウサンショウクイ,ヨコジマカッコウサンショウクイ
3979,ズグロフウキンチョウ,ズグロフウキンチョウ,ズグロフウキンチョウ
3980,コシジロジカマドドリ,コシジロジカマドドリ,コシジロジカマドドリ
3981,シマコキン,シマコキン,シマコキン
3982,キバラシジュウカラ,キバラシジュウカラ,キバラシジュウカラ
3983,クロサンショウクイ,クロサンショウクイ,クロサンショウクイ
3984,ヤモリ,ヤモリ,ヤモリ
3985,セグロキンメフクロウ,セグロキンメフクロウ,セグロキンメフクロウ
3986,ムネアカゴジュウカラ,ムネアカゴジュウカラ,ムネアカゴジュウカラ
3987,シベリアレミング,シベリアレミング,シベリアレミング
3988,ヨーロッパビーバー,ヨーロッパビーバー,ヨーロッパビーバー
3989,アレグザンダーヤブリス,アレグザンダーヤブリス,アレグザンダーヤブリス
3990,アベハゼ,アベハゼ,アベハゼ
3991,カンムリモリモズ,カンムリモリモズ,カンムリモリモズ
3992,ワキアカマユシトド,ワキアカマユシトド,ワキアカマユシトド
3993,ドブネズミ,ドブネズミ,ドブネズミ
3994,ジャマイカムクドリモドキ,ジャマイカムクドリモドキ,ジャマイカムクドリモドキ
3995,アカフトオハチドリ,アカフトオハチドリ,アカフトオハチドリ
3996,ゴンドウクジラ,ゴンドウクジラ,ゴンドウクジラ
3997,コハゲコウ,コハゲコウ,コハゲコウ
3998,カワリアリモズ,カワリアリモズ,カワリアリモズ
3999,オオセグロミズナギドリ,オオセグロミズナギドリ,オオセグロミズナギドリ
4000,サンバーナディーノシマリス,サンバーナディーノシマリス,サンバーナディーノシマリス
4001,ノドジロヒヨドリ,ノドジロヒヨドリ,ノドジロヒヨドリ
4002,シママングース,シママングース,シママングース
4003,キュウカンチョウ,キュウカンチョウ,キュウカンチョウ
4004,チョウセンブナ,チョウセンブナ,チョウセンブナ
4005,ヤマムジヒタキ,ヤマムジヒタキ,ヤマムジヒタキ
4006,ミカドキジ,ミカドキジ,ミカドキジ
4007,セイロンヤケイ,セイロンヤケイ,セイロンヤケイ
4008,ユキハラエメラルドハチドリ,ユキハラエメラルドハチドリ,ユキハラエメラルドハチドリ
4009,クリイロツグミ,クリイロツグミ,クリイロツグミ
4010,ミドリキミミミツスイ,ミドリキミミミツスイ,ミドリキミミミツスイ
4011,ホウオウジャク,ホウオウジャク,ホウオウジャク
4012,ナンベイアジサシ,ナンベイアジサシ,ナンベイアジサシ
4013,ウズラクイナ,ウズラクイナ,ウズラクイナ
4014,ニホンスッポン,ニホンスッポン,ニホンスッポン
4015,キスジチャイロヒヨドリ,キスジチャイロヒヨドリ,キスジチャイロヒヨドリ
4016,ヒガシシマバンディクート,ヒガシシマバンディクート,ヒガシシマバンディクート
4017,オカメハゼ,オカメハゼ,オカメハゼ
4018,モルッカイヌワシ,モルッカイヌワシ,モルッカイヌワシ
4019,セスジキンノジコ,セスジキンノジコ,セスジキンノジコ
4020,アカハシエメラルドハチドリ,アカハシエメラルドハチドリ,アカハシエメラルドハチドリ
4021,ボリビアマユシトド,ボリビアマユシトド,ボリビアマユシトド
4022,セキドウウチワカマドドリ,セキドウウチワカマドドリ,セキドウウチワカマドドリ
4023,ズグロアオフウキンチョウ,ズグロアオフウキンチョウ,ズグロアオフウキンチョウ
4024,アジメドジョウ,アジメドジョウ,アジメドジョウ
4025,サボテンフィンチ,サボテンフィンチ,サボテンフィンチ
4026,クサシギ,クサシギ,クサシギ
4027,ウスハイイロヒタキ,ウスハイイロヒタキ,ウスハイイロヒタキ
4028,コクロインコ,コクロインコ,コクロインコ
4029,キバラサイホウチョウ,キバラサイホウチョウ,キバラサイホウチョウ
4030,ヨーロッパミンク,ヨーロッパミンク,ヨーロッパミンク
4031,マツカケス,マツカケス,マツカケス
4032,アオバズク,アオバズク,アオバズク
4033,アカチャアオバズク,アカチャアオバズク,アカチャアオバズク
4034,ビスマークカワセミ,ビスマークカワセミ,ビスマークカワセミ
4035,クロアリモズ,クロアリモズ,クロアリモズ
4036,シベリアコガラ,シベリアコガラ,シベリアコガラ
4037,シロムネオオハシ,シロムネオオハシ,シロムネオオハシ
4038,ホオアカミフウズラ,ホオアカミフウズラ,ホオアカミフウズラ
4039,ホソガオハタネズミ,ホソガオハタネズミ,ホソガオハタネズミ
4040,オオテングフルーツコウモリ,オオテングフルーツコウモリ,オオテングフルーツコウモリ
4041,コベニヒワ,コベニヒワ,コベニヒワ
4042,ヤマネ,ヤマネ,ヤマネ
4043,コウミツバメ,コウミツバメ,コウミツバメ
4044,サハラジネズミ,サハラジネズミ,サハラジネズミ
4045,ユインタジリス,ユインタジリス,ユインタジリス
4046,ウチワハチドリ,ウチワハチドリ,ウチワハチドリ
4047,シンビロードネズミ,シンビロードネズミ,シンビロードネズミ
4048,トンケアンモンキー,トンケアンモンキー,トンケアンモンキー
4049,ハイガシラアホウドリ,ハイガシラアホウドリ,ハイガシラアホウドリ
4050,アオガン,アオガン,アオガン
4051,エミリアジネズミオポッサム,エミリアジネズミオポッサム,エミリアジネズミオポッサム
4052,キアシセグロカモメ,キアシセグロカモメ,キアシセグロカモメ
4053,アフガニスタンジネズミ,アフガニスタンジネズミ,アフガニスタンジネズミ
4054,ホオグロシトド,ホオグロシトド,ホオグロシトド
4055,チャムネハチクイ,チャムネハチクイ,チャムネハチクイ
4056,マダガスカルウミワシ,マダガスカルウミワシ,マダガスカルウミワシ
4057,コスミレコンゴウインコ,コスミレコンゴウインコ,コスミレコンゴウインコ
4058,イダルゴコメネズミ,イダルゴコメネズミ,イダルゴコメネズミ
4059,ニシアカアシチョウゲンボウ,ニシアカアシチョウゲンボウ,ニシアカアシチョウゲンボウ
4060,オナガアカボウシインコ,オナガアカボウシインコ,オナガアカボウシインコ
4061,ニアラ,ニアラ,ニアラ
4062,ヘイゲンポケットマウス,ヘイゲンポケットマウス,ヘイゲンポケットマウス
4063,コーカサスクロライチョウ,コーカサスクロライチョウ,コーカサスクロライチョウ
4064,ルリバネハチドリ,ルリバネハチドリ,ルリバネハチドリ
4065,オナガフクロマウス,オナガフクロマウス,オナガフクロマウス
4066,キタベニハチクイ,キタベニハチクイ,キタベニハチクイ
4067,キンケイ,キンケイ,キンケイ
4068,アオジ,アオジ,アオジ
4069,シャローエボシドリ,シャローエボシドリ,シャローエボシドリ
4070,クロヒゲマネシツグミ,クロヒゲマネシツグミ,クロヒゲマネシツグミ
4071,ミミナガシマリス,ミミナガシマリス,ミミナガシマリス
4072,ヌマトガリネズミ,ヌマトガリネズミ,ヌマトガリネズミ
4073,アカリュウキュウガモ,アカリュウキュウガモ,アカリュウキュウガモ
4074,カギハシオニキバシリ,カギハシオニキバシリ,カギハシオニキバシリ
4075,ニシイワハネジネズミ,ニシイワハネジネズミ,ニシイワハネジネズミ
4076,キレンジャク,キレンジャク,キレンジャク
4077,アオカナヘビ,アオカナヘビ,アオカナヘビ
4078,ヒメカワカマドドリ,ヒメカワカマドドリ,ヒメカワカマドドリ
4079,ケナガアルマジロ,ケナガアルマジロ,ケナガアルマジロ
4080,ベニカザリドリ,ベニカザリドリ,ベニカザリドリ
4081,セネガルハダシアレチネズミ,セネガルハダシアレチネズミ,セネガルハダシアレチネズミ
4082,ハリオアマツバメ,ハリオアマツバメ,ハリオアマツバメ
4083,チャクマヒヒ,チャクマヒヒ,チャクマヒヒ
4084,キホオカマドドリ,キホオカマドドリ,キホオカマドドリ
4085,ムナフヒメドリ,ムナフヒメドリ,ムナフヒメドリ
4086,タンザニアモリジネズミ,タンザニアモリジネズミ,タンザニアモリジネズミ
4087,アカバネヒラハシタイランチョウ,アカバネヒラハシタイランチョウ,アカバネヒラハシタイランチョウ
4088,ノドグロイワヒバリ,ノドグロイワヒバリ,ノドグロイワヒバリ
